"REF_DATE","GEO","DGUID","Sector","Estimates","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2008-03","Manitoba","2016A000246","Total","Sales unit price","Cents per cubic metre","56","units","0","v47811","6.1.4","33.63","","","","2"
"2008-04","Manitoba","2016A000246","Total","Sales unit price","Cents per cubic metre","56","units","0","v47811","6.1.4","34.05","","","","2"
"2008-05","Manitoba","2016A000246","Total","Sales unit price","Cents per cubic metre","56","units","0","v47811","6.1.4","36.14","","","","2"
"2008-06","Manitoba","2016A000246","Total","Sales unit price","Cents per cubic metre","56","units","0","v47811","6.1.4","37.13","","","","2"
"2008-07","Manitoba","2016A000246","Total","Sales unit price","Cents per cubic metre","56","units","0","v47811","6.1.4","41.10","","","","2"
"2008-08","Manitoba","2016A000246","Total","Sales unit price","Cents per cubic metre","56","units","0","v47811","6.1.4","34.51","","","","2"
"2008-09","Manitoba","2016A000246","Total","Sales unit price","Cents per cubic metre","56","units","0","v47811","6.1.4","32.93","","","","2"
"2008-10","Manitoba","2016A000246","Total","Sales unit price","Cents per cubic metre","56","units","0","v47811","6.1.4","34.51","","","","2"
"2008-11","Manitoba","2016A000246","Total","Sales unit price","Cents per cubic metre","56","units","0","v47811","6.1.4","33.53","","","","2"
"2008-12","Manitoba","2016A000246","Total","Sales unit price","Cents per cubic metre","56","units","0","v47811","6.1.4","35.48","","","","2"
"2009-01","Manitoba","2016A000246","Total","Sales unit price","Cents per cubic metre","56","units","0","v47811","6.1.4","35.57","","","","2"
"2009-02","Manitoba","2016A000246","Total","Sales unit price","Cents per cubic metre","56","units","0","v47811","6.1.4","33.16","","","","2"
"2009-03","Manitoba","2016A000246","Total","Sales unit price","Cents per cubic metre","56","units","0","v47811","6.1.4","33.01","","","","2"
"2009-04","Manitoba","2016A000246","Total","Sales unit price","Cents per cubic metre","56","units","0","v47811","6.1.4","32.02","","","","2"
"2009-05","Manitoba","2016A000246","Total","Sales unit price","Cents per cubic metre","56","units","0","v47811","6.1.4","31.03","","","","2"
"2009-06","Manitoba","2016A000246","Total","Sales unit price","Cents per cubic metre","56","units","0","v47811","6.1.4","28.62","","","","2"
"2009-07","Manitoba","2016A000246","Total","Sales unit price","Cents per cubic metre","56","units","0","v47811","6.1.4","21.78","","","","2"
"2009-08","Manitoba","2016A000246","Total","Sales unit price","Cents per cubic metre","56","units","0","v47811","6.1.4","31.98","","","","2"
"2009-09","Manitoba","2016A000246","Total","Sales unit price","Cents per cubic metre","56","units","0","v47811","6.1.4","24.91","","","","2"
"2009-10","Manitoba","2016A000246","Total","Sales unit price","Cents per cubic metre","56","units","0","v47811","6.1.4","27.00","","","","2"
"2009-11","Manitoba","2016A000246","Total","Sales unit price","Cents per cubic metre","56","units","0","v47811","6.1.4","25.97","","","","2"
"2009-12","Manitoba","2016A000246","Total","Sales unit price","Cents per cubic metre","56","units","0","v47811","6.1.4","28.97","","","","2"
"2010-01","Manitoba","2016A000246","Total","Sales unit price","Cents per cubic metre","56","units","0","v47811","6.1.4","32.22","","","","2"
"2010-02","Manitoba","2016A000246","Total","Sales unit price","Cents per cubic metre","56","units","0","v47811","6.1.4","28.81","","","","2"
"2010-03","Manitoba","2016A000246","Total","Sales unit price","Cents per cubic metre","56","units","0","v47811","6.1.4","27.95","","","","2"
"2010-04","Manitoba","2016A000246","Total","Sales unit price","Cents per cubic metre","56","units","0","v47811","6.1.4","16.89","","","","2"
"2010-05","Manitoba","2016A000246","Total","Sales unit price","Cents per cubic metre","56","units","0","v47811","6.1.4","23.13","","","","2"
"2010-06","Manitoba","2016A000246","Total","Sales unit price","Cents per cubic metre","56","units","0","v47811","6.1.4","31.02","","","","2"
"2010-07","Manitoba","2016A000246","Total","Sales unit price","Cents per cubic metre","56","units","0","v47811","6.1.4","27.77","","","","2"
"2010-08","Manitoba","2016A000246","Total","Sales unit price","Cents per cubic metre","56","units","0","v47811","6.1.4","21.96","","","","2"
"2010-09","Manitoba","2016A000246","Total","Sales unit price","Cents per cubic metre","56","units","0","v47811","6.1.4","22.34","","","","2"
"2010-10","Manitoba","2016A000246","Total","Sales unit price","Cents per cubic metre","56","units","0","v47811","6.1.4","21.97","","","","2"
"2010-11","Manitoba","2016A000246","Total","Sales unit price","Cents per cubic metre","56","units","0","v47811","6.1.4","23.45","","","","2"
"2010-12","Manitoba","2016A000246","Total","Sales unit price","Cents per cubic metre","56","units","0","v47811","6.1.4","24.07","","","","2"
"2011-01","Manitoba","2016A000246","Total","Sales unit price","Cents per cubic metre","56","units","0","v47811","6.1.4","24.10","","","","2"
"2011-02","Manitoba","2016A000246","Total","Sales unit price","Cents per cubic metre","56","units","0","v47811","6.1.4","24.20","","","","2"
"2011-03","Manitoba","2016A000246","Total","Sales unit price","Cents per cubic metre","56","units","0","v47811","6.1.4","24.19","","","","2"
"2011-04","Manitoba","2016A000246","Total","Sales unit price","Cents per cubic metre","56","units","0","v47811","6.1.4","23.23","","","","2"
"2011-05","Manitoba","2016A000246","Total","Sales unit price","Cents per cubic metre","56","units","0","v47811","6.1.4","21.90","","","","2"
"2011-06","Manitoba","2016A000246","Total","Sales unit price","Cents per cubic metre","56","units","0","v47811","6.1.4","23.31","","","","2"
"2011-07","Manitoba","2016A000246","Total","Sales unit price","Cents per cubic metre","56","units","0","v47811","6.1.4","22.59","","","","2"
"2011-08","Manitoba","2016A000246","Total","Sales unit price","Cents per cubic metre","56","units","0","v47811","6.1.4","21.19","","","","2"
"2011-09","Manitoba","2016A000246","Total","Sales unit price","Cents per cubic metre","56","units","0","v47811","6.1.4","21.35","","","","2"
"2011-10","Manitoba","2016A000246","Total","Sales unit price","Cents per cubic metre","56","units","0","v47811","6.1.4","21.33","","","","2"
"2011-11","Manitoba","2016A000246","Total","Sales unit price","Cents per cubic metre","56","units","0","v47811","6.1.4","22.14","","","","2"
"2011-12","Manitoba","2016A000246","Total","Sales unit price","Cents per cubic metre","56","units","0","v47811","6.1.4","22.12","","","","2"
"2012-01","Manitoba","2016A000246","Total","Sales unit price","Cents per cubic metre","56","units","0","v47811","6.1.4","21.56","","","","2"
"2012-02","Manitoba","2016A000246","Total","Sales unit price","Cents per cubic metre","56","units","0","v47811","6.1.4","18.99","","","","2"
"2012-03","Manitoba","2016A000246","Total","Sales unit price","Cents per cubic metre","56","units","0","v47811","6.1.4","17.95","","","","2"
"2012-04","Manitoba","2016A000246","Total","Sales unit price","Cents per cubic metre","56","units","0","v47811","6.1.4","17.42","","","","2"
"2012-05","Manitoba","2016A000246","Total","Sales unit price","Cents per cubic metre","56","units","0","v47811","6.1.4","15.69","","","","2"
"2012-06","Manitoba","2016A000246","Total","Sales unit price","Cents per cubic metre","56","units","0","v47811","6.1.4","16.15","","","","2"
"2012-07","Manitoba","2016A000246","Total","Sales unit price","Cents per cubic metre","56","units","0","v47811","6.1.4","16.82","","","","2"
"2012-08","Manitoba","2016A000246","Total","Sales unit price","Cents per cubic metre","56","units","0","v47811","6.1.4","17.31","","","","2"
"2012-09","Manitoba","2016A000246","Total","Sales unit price","Cents per cubic metre","56","units","0","v47811","6.1.4","21.44","","","","2"
"2012-10","Manitoba","2016A000246","Total","Sales unit price","Cents per cubic metre","56","units","0","v47811","6.1.4","19.03","","r","","2"
"2012-11","Manitoba","2016A000246","Total","Sales unit price","Cents per cubic metre","56","units","0","v47811","6.1.4","19.40","","","","2"
"2012-12","Manitoba","2016A000246","Total","Sales unit price","Cents per cubic metre","56","units","0","v47811","6.1.4","19.25","","","","2"
"2013-01","Manitoba","2016A000246","Total","Sales unit price","Cents per cubic metre","56","units","0","v47811","6.1.4","18.89","","","","2"
"2013-02","Manitoba","2016A000246","Total","Sales unit price","Cents per cubic metre","56","units","0","v47811","6.1.4","19.07","","","","2"
"2013-03","Manitoba","2016A000246","Total","Sales unit price","Cents per cubic metre","56","units","0","v47811","6.1.4","19.26","","","","2"
"2013-04","Manitoba","2016A000246","Total","Sales unit price","Cents per cubic metre","56","units","0","v47811","6.1.4","19.59","","","","2"
"2013-05","Manitoba","2016A000246","Total","Sales unit price","Cents per cubic metre","56","units","0","v47811","6.1.4","20.23","","","","2"
"2013-06","Manitoba","2016A000246","Total","Sales unit price","Cents per cubic metre","56","units","0","v47811","6.1.4","19.80","","","","2"
"2013-07","Manitoba","2016A000246","Total","Sales unit price","Cents per cubic metre","56","units","0","v47811","6.1.4","18.98","","","","2"
"2013-08","Manitoba","2016A000246","Total","Sales unit price","Cents per cubic metre","56","units","0","v47811","6.1.4","17.32","","","","2"
"2013-09","Manitoba","2016A000246","Total","Sales unit price","Cents per cubic metre","56","units","0","v47811","6.1.4","20.14","","","","2"
"2013-10","Manitoba","2016A000246","Total","Sales unit price","Cents per cubic metre","56","units","0","v47811","6.1.4","20.02","","","","2"
"2013-11","Manitoba","2016A000246","Total","Sales unit price","Cents per cubic metre","56","units","0","v47811","6.1.4","20.88","","","","2"
"2013-12","Manitoba","2016A000246","Total","Sales unit price","Cents per cubic metre","56","units","0","v47811","6.1.4","21.53","","","","2"
"2014-01","Manitoba","2016A000246","Total","Sales unit price","Cents per cubic metre","56","units","0","v47811","6.1.4","21.94","","","","2"
"2014-02","Manitoba","2016A000246","Total","Sales unit price","Cents per cubic metre","56","units","0","v47811","6.1.4","27.28","","","","2"
"2014-03","Manitoba","2016A000246","Total","Sales unit price","Cents per cubic metre","56","units","0","v47811","6.1.4","25.40","","","","2"
"2014-04","Manitoba","2016A000246","Total","Sales unit price","Cents per cubic metre","56","units","0","v47811","6.1.4","24.14","","","","2"
"2014-05","Manitoba","2016A000246","Total","Sales unit price","Cents per cubic metre","56","units","0","v47811","6.1.4","24.39","","","","2"
"2014-06","Manitoba","2016A000246","Total","Sales unit price","Cents per cubic metre","56","units","0","v47811","6.1.4","23.91","","","","2"
"2014-07","Manitoba","2016A000246","Total","Sales unit price","Cents per cubic metre","56","units","0","v47811","6.1.4","23.33","","","","2"
"2014-08","Manitoba","2016A000246","Total","Sales unit price","Cents per cubic metre","56","units","0","v47811","6.1.4","23.15","","","","2"
"2014-09","Manitoba","2016A000246","Total","Sales unit price","Cents per cubic metre","56","units","0","v47811","6.1.4","28.19","","","","2"
"2014-10","Manitoba","2016A000246","Total","Sales unit price","Cents per cubic metre","56","units","0","v47811","6.1.4","24.15","","","","2"
"2014-11","Manitoba","2016A000246","Total","Sales unit price","Cents per cubic metre","56","units","0","v47811","6.1.4","25.57","","","","2"
"2014-12","Manitoba","2016A000246","Total","Sales unit price","Cents per cubic metre","56","units","0","v47811","6.1.4","23.79","","","","2"
"2015-01","Manitoba","2016A000246","Total","Sales unit price","Cents per cubic metre","56","units","0","v47811","6.1.4","24.01","","","","2"
"2015-02","Manitoba","2016A000246","Total","Sales unit price","Cents per cubic metre","56","units","0","v47811","6.1.4","22.55","","","","2"
"2015-03","Manitoba","2016A000246","Total","Sales unit price","Cents per cubic metre","56","units","0","v47811","6.1.4","21.93","","r","","2"
"2015-04","Manitoba","2016A000246","Total","Sales unit price","Cents per cubic metre","56","units","0","v47811","6.1.4","20.96","","","","2"
"2015-05","Manitoba","2016A000246","Total","Sales unit price","Cents per cubic metre","56","units","0","v47811","6.1.4","20.59","","r","","2"
"2015-06","Manitoba","2016A000246","Total","Sales unit price","Cents per cubic metre","56","units","0","v47811","6.1.4","20.95","","r","","2"
"2015-07","Manitoba","2016A000246","Total","Sales unit price","Cents per cubic metre","56","units","0","v47811","6.1.4","20.15","","r","","2"
"2015-08","Manitoba","2016A000246","Total","Sales unit price","Cents per cubic metre","56","units","0","v47811","6.1.4","21.04","","r","","2"
"2015-09","Manitoba","2016A000246","Total","Sales unit price","Cents per cubic metre","56","units","0","v47811","6.1.4","21.82","","r","","2"
"2015-10","Manitoba","2016A000246","Total","Sales unit price","Cents per cubic metre","56","units","0","v47811","6.1.4","21.14","","r","","2"
"2015-11","Manitoba","2016A000246","Total","Sales unit price","Cents per cubic metre","56","units","0","v47811","6.1.4","20.96","","r","","2"
"2015-12","Manitoba","2016A000246","Total","Sales unit price","Cents per cubic metre","56","units","0","v47811","6.1.4","21.48","","","","2"
"1990-08","Manitoba","2016A000246","Residential","Sales unit price","Cents per cubic metre","56","units","0","v47779","6.4.4","23.81","","","","2"
"1990-09","Manitoba","2016A000246","Residential","Sales unit price","Cents per cubic metre","56","units","0","v47779","6.4.4","24.54","","","","2"
"1990-10","Manitoba","2016A000246","Residential","Sales unit price","Cents per cubic metre","56","units","0","v47779","6.4.4","24.54","","","","2"
"1990-11","Manitoba","2016A000246","Residential","Sales unit price","Cents per cubic metre","56","units","0","v47779","6.4.4","18.64","","","","2"
"1990-12","Manitoba","2016A000246","Residential","Sales unit price","Cents per cubic metre","56","units","0","v47779","6.4.4","17.57","","","","2"
"1991-01","Manitoba","2016A000246","Residential","Sales unit price","Cents per cubic metre","56","units","0","v47779","6.4.4","17.74","","","","2"
"1991-02","Manitoba","2016A000246","Residential","Sales unit price","Cents per cubic metre","56","units","0","v47779","6.4.4","17.74","","","","2"
"1991-03","Manitoba","2016A000246","Residential","Sales unit price","Cents per cubic metre","56","units","0","v47779","6.4.4","18.00","","","","2"
"1991-04","Manitoba","2016A000246","Residential","Sales unit price","Cents per cubic metre","56","units","0","v47779","6.4.4","18.10","","","","2"
"1991-05","Manitoba","2016A000246","Residential","Sales unit price","Cents per cubic metre","56","units","0","v47779","6.4.4","18.51","","","","2"
"1991-06","Manitoba","2016A000246","Residential","Sales unit price","Cents per cubic metre","56","units","0","v47779","6.4.4","18.60","","","","2"
"1991-07","Manitoba","2016A000246","Residential","Sales unit price","Cents per cubic metre","56","units","0","v47779","6.4.4","19.29","","","","2"
"1991-08","Manitoba","2016A000246","Residential","Sales unit price","Cents per cubic metre","56","units","0","v47779","6.4.4","18.89","","","","2"
"1991-09","Manitoba","2016A000246","Residential","Sales unit price","Cents per cubic metre","56","units","0","v47779","6.4.4","19.42","","","","2"
"1991-10","Manitoba","2016A000246","Residential","Sales unit price","Cents per cubic metre","56","units","0","v47779","6.4.4","17.78","","","","2"
"1991-11","Manitoba","2016A000246","Residential","Sales unit price","Cents per cubic metre","56","units","0","v47779","6.4.4","18.10","","","","2"
"1991-12","Manitoba","2016A000246","Residential","Sales unit price","Cents per cubic metre","56","units","0","v47779","6.4.4","17.50","","","","2"
"1992-01","Manitoba","2016A000246","Residential","Sales unit price","Cents per cubic metre","56","units","0","v47779","6.4.4","17.39","","","","2"
"1992-02","Manitoba","2016A000246","Residential","Sales unit price","Cents per cubic metre","56","units","0","v47779","6.4.4","19.02","","","","2"
"1992-03","Manitoba","2016A000246","Residential","Sales unit price","Cents per cubic metre","56","units","0","v47779","6.4.4","19.42","","","","2"
"1992-04","Manitoba","2016A000246","Residential","Sales unit price","Cents per cubic metre","56","units","0","v47779","6.4.4","20.39","","","","2"
"1992-05","Manitoba","2016A000246","Residential","Sales unit price","Cents per cubic metre","56","units","0","v47779","6.4.4","24.90","","","","2"
"1992-06","Manitoba","2016A000246","Residential","Sales unit price","Cents per cubic metre","56","units","0","v47779","6.4.4","25.08","","","","2"
"1992-07","Manitoba","2016A000246","Residential","Sales unit price","Cents per cubic metre","56","units","0","v47779","6.4.4","26.53","","","","2"
"1992-08","Manitoba","2016A000246","Residential","Sales unit price","Cents per cubic metre","56","units","0","v47779","6.4.4","30.90","","","","2"
"1992-09","Manitoba","2016A000246","Residential","Sales unit price","Cents per cubic metre","56","units","0","v47779","6.4.4","23.98","","","","2"
"1992-10","Manitoba","2016A000246","Residential","Sales unit price","Cents per cubic metre","56","units","0","v47779","6.4.4","20.78","","","","2"
"1992-11","Manitoba","2016A000246","Residential","Sales unit price","Cents per cubic metre","56","units","0","v47779","6.4.4","19.41","","","","2"
"1992-12","Manitoba","2016A000246","Residential","Sales unit price","Cents per cubic metre","56","units","0","v47779","6.4.4","18.45","","","","2"
"1993-01","Manitoba","2016A000246","Residential","Sales unit price","Cents per cubic metre","56","units","0","v47779","6.4.4","18.37","","","","2"
"1993-02","Manitoba","2016A000246","Residential","Sales unit price","Cents per cubic metre","56","units","0","v47779","6.4.4","18.83","","","","2"
"1993-03","Manitoba","2016A000246","Residential","Sales unit price","Cents per cubic metre","56","units","0","v47779","6.4.4","19.15","","","","2"
"1993-04","Manitoba","2016A000246","Residential","Sales unit price","Cents per cubic metre","56","units","0","v47779","6.4.4","21.07","","","","2"
"1993-05","Manitoba","2016A000246","Residential","Sales unit price","Cents per cubic metre","56","units","0","v47779","6.4.4","25.28","","","","2"
"1993-06","Manitoba","2016A000246","Residential","Sales unit price","Cents per cubic metre","56","units","0","v47779","6.4.4","27.69","","","","2"
"1993-07","Manitoba","2016A000246","Residential","Sales unit price","Cents per cubic metre","56","units","0","v47779","6.4.4","31.26","","","","2"
"1993-08","Manitoba","2016A000246","Residential","Sales unit price","Cents per cubic metre","56","units","0","v47779","6.4.4","31.42","","","","2"
"1993-09","Manitoba","2016A000246","Residential","Sales unit price","Cents per cubic metre","56","units","0","v47779","6.4.4","23.88","","","","2"
"1993-10","Manitoba","2016A000246","Residential","Sales unit price","Cents per cubic metre","56","units","0","v47779","6.4.4","20.57","","","","2"
"1993-11","Manitoba","2016A000246","Residential","Sales unit price","Cents per cubic metre","56","units","0","v47779","6.4.4","20.89","","","","2"
"1993-12","Manitoba","2016A000246","Residential","Sales unit price","Cents per cubic metre","56","units","0","v47779","6.4.4","20.18","","","","2"
"1994-01","Manitoba","2016A000246","Residential","Sales unit price","Cents per cubic metre","56","units","0","v47779","6.4.4","19.76","","","","2"
"1994-02","Manitoba","2016A000246","Residential","Sales unit price","Cents per cubic metre","56","units","0","v47779","6.4.4","20.79","","","","2"
"1994-03","Manitoba","2016A000246","Residential","Sales unit price","Cents per cubic metre","56","units","0","v47779","6.4.4","21.65","","","","2"
"1994-04","Manitoba","2016A000246","Residential","Sales unit price","Cents per cubic metre","56","units","0","v47779","6.4.4","22.65","","","","2"
"1994-05","Manitoba","2016A000246","Residential","Sales unit price","Cents per cubic metre","56","units","0","v47779","6.4.4","27.22","","","","2"
"1994-06","Manitoba","2016A000246","Residential","Sales unit price","Cents per cubic metre","56","units","0","v47779","6.4.4","27.22","","","","2"
"1994-07","Manitoba","2016A000246","Residential","Sales unit price","Cents per cubic metre","56","units","0","v47779","6.4.4","33.17","","","","2"
"1994-08","Manitoba","2016A000246","Residential","Sales unit price","Cents per cubic metre","56","units","0","v47779","6.4.4","32.19","","","","2"
"1994-09","Manitoba","2016A000246","Residential","Sales unit price","Cents per cubic metre","56","units","0","v47779","6.4.4","30.19","","","","2"
"1994-10","Manitoba","2016A000246","Residential","Sales unit price","Cents per cubic metre","56","units","0","v47779","6.4.4","26.38","","","","2"
"1994-11","Manitoba","2016A000246","Residential","Sales unit price","Cents per cubic metre","56","units","0","v47779","6.4.4","21.64","","","","2"
"1994-12","Manitoba","2016A000246","Residential","Sales unit price","Cents per cubic metre","56","units","0","v47779","6.4.4","20.67","","","","2"
"1995-01","Manitoba","2016A000246","Residential","Sales unit price","Cents per cubic metre","56","units","0","v47779","6.4.4","19.51","","","","2"
"1995-02","Manitoba","2016A000246","Residential","Sales unit price","Cents per cubic metre","56","units","0","v47779","6.4.4","19.73","","","","2"
"1995-03","Manitoba","2016A000246","Residential","Sales unit price","Cents per cubic metre","56","units","0","v47779","6.4.4","20.24","","","","2"
"1995-04","Manitoba","2016A000246","Residential","Sales unit price","Cents per cubic metre","56","units","0","v47779","6.4.4","21.29","","","","2"
"1995-05","Manitoba","2016A000246","Residential","Sales unit price","Cents per cubic metre","56","units","0","v47779","6.4.4","24.83","","","","2"
"1995-06","Manitoba","2016A000246","Residential","Sales unit price","Cents per cubic metre","56","units","0","v47779","6.4.4","32.10","","","","2"
"1995-07","Manitoba","2016A000246","Residential","Sales unit price","Cents per cubic metre","56","units","0","v47779","6.4.4","33.17","","","","2"
"1995-08","Manitoba","2016A000246","Residential","Sales unit price","Cents per cubic metre","56","units","0","v47779","6.4.4","33.91","","","","2"
"1995-09","Manitoba","2016A000246","Residential","Sales unit price","Cents per cubic metre","56","units","0","v47779","6.4.4","33.90","","","","2"
"1995-10","Manitoba","2016A000246","Residential","Sales unit price","Cents per cubic metre","56","units","0","v47779","6.4.4","22.75","","","","2"
"1995-11","Manitoba","2016A000246","Residential","Sales unit price","Cents per cubic metre","56","units","0","v47779","6.4.4","20.12","","","","2"
"1995-12","Manitoba","2016A000246","Residential","Sales unit price","Cents per cubic metre","56","units","0","v47779","6.4.4","19.68","","","","2"
"1996-01","Manitoba","2016A000246","Residential","Sales unit price","Cents per cubic metre","56","units","0","v47779","6.4.4","17.87","","","","2"
"1996-02","Manitoba","2016A000246","Residential","Sales unit price","Cents per cubic metre","56","units","0","v47779","6.4.4","18.12","","","","2"
"1996-03","Manitoba","2016A000246","Residential","Sales unit price","Cents per cubic metre","56","units","0","v47779","6.4.4","18.32","","","","2"
"1996-04","Manitoba","2016A000246","Residential","Sales unit price","Cents per cubic metre","56","units","0","v47779","6.4.4","19.62","","","","2"
"1996-05","Manitoba","2016A000246","Residential","Sales unit price","Cents per cubic metre","56","units","0","v47779","6.4.4","22.57","","","","2"
"1996-06","Manitoba","2016A000246","Residential","Sales unit price","Cents per cubic metre","56","units","0","v47779","6.4.4","32.15","","","","2"
"1996-07","Manitoba","2016A000246","Residential","Sales unit price","Cents per cubic metre","56","units","0","v47779","6.4.4","32.45","","","","2"
"1996-08","Manitoba","2016A000246","Residential","Sales unit price","Cents per cubic metre","56","units","0","v47779","6.4.4","32.33","","","","2"
"1996-09","Manitoba","2016A000246","Residential","Sales unit price","Cents per cubic metre","56","units","0","v47779","6.4.4","27.54","","","","2"
"1996-10","Manitoba","2016A000246","Residential","Sales unit price","Cents per cubic metre","56","units","0","v47779","6.4.4","21.44","","","","2"
"1996-11","Manitoba","2016A000246","Residential","Sales unit price","Cents per cubic metre","56","units","0","v47779","6.4.4","19.37","","","","2"
"1996-12","Manitoba","2016A000246","Residential","Sales unit price","Cents per cubic metre","56","units","0","v47779","6.4.4","18.92","","","","2"
"1997-01","Manitoba","2016A000246","Residential","Sales unit price","Cents per cubic metre","56","units","0","v47779","6.4.4","19.25","","","","2"
"1997-02","Manitoba","2016A000246","Residential","Sales unit price","Cents per cubic metre","56","units","0","v47779","6.4.4","19.86","","","","2"
"1997-03","Manitoba","2016A000246","Residential","Sales unit price","Cents per cubic metre","56","units","0","v47779","6.4.4","20.70","","","","2"
"1997-04","Manitoba","2016A000246","Residential","Sales unit price","Cents per cubic metre","56","units","0","v47779","6.4.4","21.80","","","","2"
"1997-05","Manitoba","2016A000246","Residential","Sales unit price","Cents per cubic metre","56","units","0","v47779","6.4.4","23.80","","","","2"
"1997-06","Manitoba","2016A000246","Residential","Sales unit price","Cents per cubic metre","56","units","0","v47779","6.4.4","39.02","","","","2"
"1997-07","Manitoba","2016A000246","Residential","Sales unit price","Cents per cubic metre","56","units","0","v47779","6.4.4","34.63","","","","2"
"1997-08","Manitoba","2016A000246","Residential","Sales unit price","Cents per cubic metre","56","units","0","v47779","6.4.4","33.74","","","","2"
"1997-09","Manitoba","2016A000246","Residential","Sales unit price","Cents per cubic metre","56","units","0","v47779","6.4.4","30.49","","","","2"
"1997-10","Manitoba","2016A000246","Residential","Sales unit price","Cents per cubic metre","56","units","0","v47779","6.4.4","22.34","","","","2"
"1997-11","Manitoba","2016A000246","Residential","Sales unit price","Cents per cubic metre","56","units","0","v47779","6.4.4","20.84","","","","2"
"1997-12","Manitoba","2016A000246","Residential","Sales unit price","Cents per cubic metre","56","units","0","v47779","6.4.4","22.83","","","","2"
"1998-01","Manitoba","2016A000246","Residential","Sales unit price","Cents per cubic metre","56","units","0","v47779","6.4.4","23.19","","","","2"
"1998-02","Manitoba","2016A000246","Residential","Sales unit price","Cents per cubic metre","56","units","0","v47779","6.4.4","24.21","","","","2"
"1998-03","Manitoba","2016A000246","Residential","Sales unit price","Cents per cubic metre","56","units","0","v47779","6.4.4","23.71","","","","2"
"1998-04","Manitoba","2016A000246","Residential","Sales unit price","Cents per cubic metre","56","units","0","v47779","6.4.4","27.75","","","","2"
"1998-05","Manitoba","2016A000246","Residential","Sales unit price","Cents per cubic metre","56","units","0","v47779","6.4.4","29.95","","","","2"
"1998-06","Manitoba","2016A000246","Residential","Sales unit price","Cents per cubic metre","56","units","0","v47779","6.4.4","33.78","","","","2"
"1998-07","Manitoba","2016A000246","Residential","Sales unit price","Cents per cubic metre","56","units","0","v47779","6.4.4","37.78","","","","2"
"1998-08","Manitoba","2016A000246","Residential","Sales unit price","Cents per cubic metre","56","units","0","v47779","6.4.4","40.66","","","","2"
"1998-09","Manitoba","2016A000246","Residential","Sales unit price","Cents per cubic metre","56","units","0","v47779","6.4.4","35.39","","","","2"
"1998-10","Manitoba","2016A000246","Residential","Sales unit price","Cents per cubic metre","56","units","0","v47779","6.4.4","28.19","","","","2"
"1998-11","Manitoba","2016A000246","Residential","Sales unit price","Cents per cubic metre","56","units","0","v47779","6.4.4","26.28","","","","2"
"1998-12","Manitoba","2016A000246","Residential","Sales unit price","Cents per cubic metre","56","units","0","v47779","6.4.4","24.35","","","","2"
"1999-01","Manitoba","2016A000246","Residential","Sales unit price","Cents per cubic metre","56","units","0","v47779","6.4.4","25.47","","","","2"
"1999-02","Manitoba","2016A000246","Residential","Sales unit price","Cents per cubic metre","56","units","0","v47779","6.4.4","26.17","","","","2"
"1999-03","Manitoba","2016A000246","Residential","Sales unit price","Cents per cubic metre","56","units","0","v47779","6.4.4","26.55","","","","2"
"1999-04","Manitoba","2016A000246","Residential","Sales unit price","Cents per cubic metre","56","units","0","v47779","6.4.4","28.98","","","","2"
"1999-05","Manitoba","2016A000246","Residential","Sales unit price","Cents per cubic metre","56","units","0","v47779","6.4.4","31.54","","","","2"
"1999-06","Manitoba","2016A000246","Residential","Sales unit price","Cents per cubic metre","56","units","0","v47779","6.4.4","38.13","","","","2"
"1999-07","Manitoba","2016A000246","Residential","Sales unit price","Cents per cubic metre","56","units","0","v47779","6.4.4","38.08","","","","2"
"1999-08","Manitoba","2016A000246","Residential","Sales unit price","Cents per cubic metre","56","units","0","v47779","6.4.4","39.67","","","","2"
"1999-09","Manitoba","2016A000246","Residential","Sales unit price","Cents per cubic metre","56","units","0","v47779","6.4.4","32.05","","","","2"
"1999-10","Manitoba","2016A000246","Residential","Sales unit price","Cents per cubic metre","56","units","0","v47779","6.4.4","26.36","","","","2"
"1999-11","Manitoba","2016A000246","Residential","Sales unit price","Cents per cubic metre","56","units","0","v47779","6.4.4","25.24","","","","2"
"1999-12","Manitoba","2016A000246","Residential","Sales unit price","Cents per cubic metre","56","units","0","v47779","6.4.4","25.17","","","","2"
"2000-01","Manitoba","2016A000246","Residential","Sales unit price","Cents per cubic metre","56","units","0","v47779","6.4.4","24.23","","","","2"
"2000-02","Manitoba","2016A000246","Residential","Sales unit price","Cents per cubic metre","56","units","0","v47779","6.4.4","25.17","","","","2"
"2000-03","Manitoba","2016A000246","Residential","Sales unit price","Cents per cubic metre","56","units","0","v47779","6.4.4","25.76","","","","2"
"2000-04","Manitoba","2016A000246","Residential","Sales unit price","Cents per cubic metre","56","units","0","v47779","6.4.4","27.17","","","","2"
"2000-05","Manitoba","2016A000246","Residential","Sales unit price","Cents per cubic metre","56","units","0","v47779","6.4.4","32.21","","","","2"
"2000-06","Manitoba","2016A000246","Residential","Sales unit price","Cents per cubic metre","56","units","0","v47779","6.4.4","35.49","","","","2"
"2000-07","Manitoba","2016A000246","Residential","Sales unit price","Cents per cubic metre","56","units","0","v47779","6.4.4","39.54","","","","2"
"2000-08","Manitoba","2016A000246","Residential","Sales unit price","Cents per cubic metre","56","units","0","v47779","6.4.4","43.54","","","","2"
