"REF_DATE","GEO","DGUID","Sector","Estimates","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"1990-08","Canada","2016A000011124","Total","Sales unit price","Cents per cubic metre","56","units","0","v47807","1.1.4","11.18","","","","2"
"1990-09","Canada","2016A000011124","Total","Sales unit price","Cents per cubic metre","56","units","0","v47807","1.1.4","11.39","","","","2"
"1990-10","Canada","2016A000011124","Total","Sales unit price","Cents per cubic metre","56","units","0","v47807","1.1.4","11.82","","","","2"
"1990-11","Canada","2016A000011124","Total","Sales unit price","Cents per cubic metre","56","units","0","v47807","1.1.4","12.51","","","","2"
"1990-12","Canada","2016A000011124","Total","Sales unit price","Cents per cubic metre","56","units","0","v47807","1.1.4","13.20","","","","2"
"1991-01","Canada","2016A000011124","Total","Sales unit price","Cents per cubic metre","56","units","0","v47807","1.1.4","13.67","","","","2"
"1991-02","Canada","2016A000011124","Total","Sales unit price","Cents per cubic metre","56","units","0","v47807","1.1.4","14.01","","","","2"
"1991-03","Canada","2016A000011124","Total","Sales unit price","Cents per cubic metre","56","units","0","v47807","1.1.4","13.53","","","","2"
"1991-04","Canada","2016A000011124","Total","Sales unit price","Cents per cubic metre","56","units","0","v47807","1.1.4","13.56","","","","2"
"1991-05","Canada","2016A000011124","Total","Sales unit price","Cents per cubic metre","56","units","0","v47807","1.1.4","12.42","","","","2"
"1991-06","Canada","2016A000011124","Total","Sales unit price","Cents per cubic metre","56","units","0","v47807","1.1.4","12.01","","","","2"
"1991-07","Canada","2016A000011124","Total","Sales unit price","Cents per cubic metre","56","units","0","v47807","1.1.4","11.59","","","","2"
"1991-08","Canada","2016A000011124","Total","Sales unit price","Cents per cubic metre","56","units","0","v47807","1.1.4","11.74","","","","2"
"1991-09","Canada","2016A000011124","Total","Sales unit price","Cents per cubic metre","56","units","0","v47807","1.1.4","11.72","","","","2"
"1991-10","Canada","2016A000011124","Total","Sales unit price","Cents per cubic metre","56","units","0","v47807","1.1.4","11.95","","","","2"
"1991-11","Canada","2016A000011124","Total","Sales unit price","Cents per cubic metre","56","units","0","v47807","1.1.4","12.86","","","","2"
"1991-12","Canada","2016A000011124","Total","Sales unit price","Cents per cubic metre","56","units","0","v47807","1.1.4","13.64","","","","2"
"1992-01","Canada","2016A000011124","Total","Sales unit price","Cents per cubic metre","56","units","0","v47807","1.1.4","14.24","","","","2"
"1992-02","Canada","2016A000011124","Total","Sales unit price","Cents per cubic metre","56","units","0","v47807","1.1.4","14.39","","","","2"
"1992-03","Canada","2016A000011124","Total","Sales unit price","Cents per cubic metre","56","units","0","v47807","1.1.4","14.42","","","","2"
"1992-04","Canada","2016A000011124","Total","Sales unit price","Cents per cubic metre","56","units","0","v47807","1.1.4","13.82","","","","2"
"1992-05","Canada","2016A000011124","Total","Sales unit price","Cents per cubic metre","56","units","0","v47807","1.1.4","12.96","","","","2"
"1992-06","Canada","2016A000011124","Total","Sales unit price","Cents per cubic metre","56","units","0","v47807","1.1.4","12.43","","","","2"
"1992-07","Canada","2016A000011124","Total","Sales unit price","Cents per cubic metre","56","units","0","v47807","1.1.4","11.96","","","","2"
"1992-08","Canada","2016A000011124","Total","Sales unit price","Cents per cubic metre","56","units","0","v47807","1.1.4","11.64","","","","2"
"1992-09","Canada","2016A000011124","Total","Sales unit price","Cents per cubic metre","56","units","0","v47807","1.1.4","11.72","","","","2"
"1992-10","Canada","2016A000011124","Total","Sales unit price","Cents per cubic metre","56","units","0","v47807","1.1.4","12.30","","","","2"
"1992-11","Canada","2016A000011124","Total","Sales unit price","Cents per cubic metre","56","units","0","v47807","1.1.4","12.64","","","","2"
"1992-12","Canada","2016A000011124","Total","Sales unit price","Cents per cubic metre","56","units","0","v47807","1.1.4","13.49","","","","2"
"1993-01","Canada","2016A000011124","Total","Sales unit price","Cents per cubic metre","56","units","0","v47807","1.1.4","13.83","","","","2"
"1993-02","Canada","2016A000011124","Total","Sales unit price","Cents per cubic metre","56","units","0","v47807","1.1.4","14.38","","","","2"
"1993-03","Canada","2016A000011124","Total","Sales unit price","Cents per cubic metre","56","units","0","v47807","1.1.4","14.13","","","","2"
"1993-04","Canada","2016A000011124","Total","Sales unit price","Cents per cubic metre","56","units","0","v47807","1.1.4","13.72","","","","2"
"1993-05","Canada","2016A000011124","Total","Sales unit price","Cents per cubic metre","56","units","0","v47807","1.1.4","12.09","","","","2"
"1993-06","Canada","2016A000011124","Total","Sales unit price","Cents per cubic metre","56","units","0","v47807","1.1.4","11.42","","","","2"
"1993-07","Canada","2016A000011124","Total","Sales unit price","Cents per cubic metre","56","units","0","v47807","1.1.4","11.04","","","","2"
"1993-08","Canada","2016A000011124","Total","Sales unit price","Cents per cubic metre","56","units","0","v47807","1.1.4","10.98","","","","2"
"1993-09","Canada","2016A000011124","Total","Sales unit price","Cents per cubic metre","56","units","0","v47807","1.1.4","12.95","","","","2"
"1993-10","Canada","2016A000011124","Total","Sales unit price","Cents per cubic metre","56","units","0","v47807","1.1.4","12.68","","","","2"
"1993-11","Canada","2016A000011124","Total","Sales unit price","Cents per cubic metre","56","units","0","v47807","1.1.4","14.31","","","","2"
"1993-12","Canada","2016A000011124","Total","Sales unit price","Cents per cubic metre","56","units","0","v47807","1.1.4","15.23","","","","2"
"1994-01","Canada","2016A000011124","Total","Sales unit price","Cents per cubic metre","56","units","0","v47807","1.1.4","15.87","","","","2"
"1994-02","Canada","2016A000011124","Total","Sales unit price","Cents per cubic metre","56","units","0","v47807","1.1.4","16.34","","","","2"
"1994-03","Canada","2016A000011124","Total","Sales unit price","Cents per cubic metre","56","units","0","v47807","1.1.4","16.12","","","","2"
"1994-04","Canada","2016A000011124","Total","Sales unit price","Cents per cubic metre","56","units","0","v47807","1.1.4","15.81","","","","2"
"1994-05","Canada","2016A000011124","Total","Sales unit price","Cents per cubic metre","56","units","0","v47807","1.1.4","14.12","","","","2"
"1994-06","Canada","2016A000011124","Total","Sales unit price","Cents per cubic metre","56","units","0","v47807","1.1.4","13.35","","","","2"
"1994-07","Canada","2016A000011124","Total","Sales unit price","Cents per cubic metre","56","units","0","v47807","1.1.4","12.91","","","","2"
"1994-08","Canada","2016A000011124","Total","Sales unit price","Cents per cubic metre","56","units","0","v47807","1.1.4","12.57","","","","2"
"1994-09","Canada","2016A000011124","Total","Sales unit price","Cents per cubic metre","56","units","0","v47807","1.1.4","12.75","","","","2"
"1994-10","Canada","2016A000011124","Total","Sales unit price","Cents per cubic metre","56","units","0","v47807","1.1.4","13.62","","","","2"
"1994-11","Canada","2016A000011124","Total","Sales unit price","Cents per cubic metre","56","units","0","v47807","1.1.4","14.46","","","","2"
"1994-12","Canada","2016A000011124","Total","Sales unit price","Cents per cubic metre","56","units","0","v47807","1.1.4","15.06","","","","2"
"1995-01","Canada","2016A000011124","Total","Sales unit price","Cents per cubic metre","56","units","0","v47807","1.1.4","15.62","","","","2"
"1995-02","Canada","2016A000011124","Total","Sales unit price","Cents per cubic metre","56","units","0","v47807","1.1.4","15.45","","","","2"
"1995-03","Canada","2016A000011124","Total","Sales unit price","Cents per cubic metre","56","units","0","v47807","1.1.4","15.01","","","","2"
"1995-04","Canada","2016A000011124","Total","Sales unit price","Cents per cubic metre","56","units","0","v47807","1.1.4","13.70","","","","2"
"1995-05","Canada","2016A000011124","Total","Sales unit price","Cents per cubic metre","56","units","0","v47807","1.1.4","12.01","","","","2"
"1995-06","Canada","2016A000011124","Total","Sales unit price","Cents per cubic metre","56","units","0","v47807","1.1.4","12.23","","","","2"
"1995-07","Canada","2016A000011124","Total","Sales unit price","Cents per cubic metre","56","units","0","v47807","1.1.4","11.58","","","","2"
"1995-08","Canada","2016A000011124","Total","Sales unit price","Cents per cubic metre","56","units","0","v47807","1.1.4","11.50","","","","2"
"1995-09","Canada","2016A000011124","Total","Sales unit price","Cents per cubic metre","56","units","0","v47807","1.1.4","11.82","","","","2"
"1995-10","Canada","2016A000011124","Total","Sales unit price","Cents per cubic metre","56","units","0","v47807","1.1.4","12.12","","","","2"
"1995-11","Canada","2016A000011124","Total","Sales unit price","Cents per cubic metre","56","units","0","v47807","1.1.4","12.41","","","","2"
"1995-12","Canada","2016A000011124","Total","Sales unit price","Cents per cubic metre","56","units","0","v47807","1.1.4","14.41","","","","2"
"1996-01","Canada","2016A000011124","Total","Sales unit price","Cents per cubic metre","56","units","0","v47807","1.1.4","14.37","","","","2"
"1996-02","Canada","2016A000011124","Total","Sales unit price","Cents per cubic metre","56","units","0","v47807","1.1.4","14.66","","","","2"
"1996-03","Canada","2016A000011124","Total","Sales unit price","Cents per cubic metre","56","units","0","v47807","1.1.4","14.38","","","","2"
"1996-04","Canada","2016A000011124","Total","Sales unit price","Cents per cubic metre","56","units","0","v47807","1.1.4","14.19","","","","2"
"1996-05","Canada","2016A000011124","Total","Sales unit price","Cents per cubic metre","56","units","0","v47807","1.1.4","12.94","","","","2"
"1996-06","Canada","2016A000011124","Total","Sales unit price","Cents per cubic metre","56","units","0","v47807","1.1.4","12.59","","","","2"
"1996-07","Canada","2016A000011124","Total","Sales unit price","Cents per cubic metre","56","units","0","v47807","1.1.4","12.08","","","","2"
"1996-08","Canada","2016A000011124","Total","Sales unit price","Cents per cubic metre","56","units","0","v47807","1.1.4","11.94","","","","2"
"1996-09","Canada","2016A000011124","Total","Sales unit price","Cents per cubic metre","56","units","0","v47807","1.1.4","11.83","","","","2"
"1996-10","Canada","2016A000011124","Total","Sales unit price","Cents per cubic metre","56","units","0","v47807","1.1.4","12.24","","","","2"
"1996-11","Canada","2016A000011124","Total","Sales unit price","Cents per cubic metre","56","units","0","v47807","1.1.4","13.22","","","","2"
"1996-12","Canada","2016A000011124","Total","Sales unit price","Cents per cubic metre","56","units","0","v47807","1.1.4","14.13","","","","2"
"1997-01","Canada","2016A000011124","Total","Sales unit price","Cents per cubic metre","56","units","0","v47807","1.1.4","15.35","","","","2"
"1997-02","Canada","2016A000011124","Total","Sales unit price","Cents per cubic metre","56","units","0","v47807","1.1.4","16.17","","","","2"
"1997-03","Canada","2016A000011124","Total","Sales unit price","Cents per cubic metre","56","units","0","v47807","1.1.4","15.70","","","","2"
"1997-04","Canada","2016A000011124","Total","Sales unit price","Cents per cubic metre","56","units","0","v47807","1.1.4","14.20","","","","2"
"1997-05","Canada","2016A000011124","Total","Sales unit price","Cents per cubic metre","56","units","0","v47807","1.1.4","13.60","","","","2"
"1997-06","Canada","2016A000011124","Total","Sales unit price","Cents per cubic metre","56","units","0","v47807","1.1.4","13.11","","","","2"
"1997-07","Canada","2016A000011124","Total","Sales unit price","Cents per cubic metre","56","units","0","v47807","1.1.4","12.54","","","","2"
"1997-08","Canada","2016A000011124","Total","Sales unit price","Cents per cubic metre","56","units","0","v47807","1.1.4","12.01","","","","2"
"1997-09","Canada","2016A000011124","Total","Sales unit price","Cents per cubic metre","56","units","0","v47807","1.1.4","12.77","","","","2"
"1997-10","Canada","2016A000011124","Total","Sales unit price","Cents per cubic metre","56","units","0","v47807","1.1.4","13.36","","","","2"
"1997-11","Canada","2016A000011124","Total","Sales unit price","Cents per cubic metre","56","units","0","v47807","1.1.4","15.04","","","","2"
"1997-12","Canada","2016A000011124","Total","Sales unit price","Cents per cubic metre","56","units","0","v47807","1.1.4","15.70","","","","2"
"1998-01","Canada","2016A000011124","Total","Sales unit price","Cents per cubic metre","56","units","0","v47807","1.1.4","15.27","","","","2"
"1998-02","Canada","2016A000011124","Total","Sales unit price","Cents per cubic metre","56","units","0","v47807","1.1.4","15.62","","","","2"
"1998-03","Canada","2016A000011124","Total","Sales unit price","Cents per cubic metre","56","units","0","v47807","1.1.4","15.12","","","","2"
"1998-04","Canada","2016A000011124","Total","Sales unit price","Cents per cubic metre","56","units","0","v47807","1.1.4","14.89","","","","2"
"1998-05","Canada","2016A000011124","Total","Sales unit price","Cents per cubic metre","56","units","0","v47807","1.1.4","14.40","","","","2"
"1998-06","Canada","2016A000011124","Total","Sales unit price","Cents per cubic metre","56","units","0","v47807","1.1.4","13.88","","","","2"
"1998-07","Canada","2016A000011124","Total","Sales unit price","Cents per cubic metre","56","units","0","v47807","1.1.4","13.72","","","","2"
"1998-08","Canada","2016A000011124","Total","Sales unit price","Cents per cubic metre","56","units","0","v47807","1.1.4","13.09","","","","2"
"1998-09","Canada","2016A000011124","Total","Sales unit price","Cents per cubic metre","56","units","0","v47807","1.1.4","13.57","","","","2"
"1998-10","Canada","2016A000011124","Total","Sales unit price","Cents per cubic metre","56","units","0","v47807","1.1.4","14.13","","","","2"
"1998-11","Canada","2016A000011124","Total","Sales unit price","Cents per cubic metre","56","units","0","v47807","1.1.4","14.90","","","","2"
"1998-12","Canada","2016A000011124","Total","Sales unit price","Cents per cubic metre","56","units","0","v47807","1.1.4","16.28","","","","2"
"1999-01","Canada","2016A000011124","Total","Sales unit price","Cents per cubic metre","56","units","0","v47807","1.1.4","17.05","","","","2"
"1999-02","Canada","2016A000011124","Total","Sales unit price","Cents per cubic metre","56","units","0","v47807","1.1.4","17.41","","","","2"
"1999-03","Canada","2016A000011124","Total","Sales unit price","Cents per cubic metre","56","units","0","v47807","1.1.4","16.99","","","","2"
"1999-04","Canada","2016A000011124","Total","Sales unit price","Cents per cubic metre","56","units","0","v47807","1.1.4","16.51","","","","2"
"1999-05","Canada","2016A000011124","Total","Sales unit price","Cents per cubic metre","56","units","0","v47807","1.1.4","15.58","","","","2"
"1999-06","Canada","2016A000011124","Total","Sales unit price","Cents per cubic metre","56","units","0","v47807","1.1.4","15.31","","","","2"
"1999-07","Canada","2016A000011124","Total","Sales unit price","Cents per cubic metre","56","units","0","v47807","1.1.4","14.73","","","","2"
"1999-08","Canada","2016A000011124","Total","Sales unit price","Cents per cubic metre","56","units","0","v47807","1.1.4","15.24","","","","2"
"1999-09","Canada","2016A000011124","Total","Sales unit price","Cents per cubic metre","56","units","0","v47807","1.1.4","15.95","","","","2"
"1999-10","Canada","2016A000011124","Total","Sales unit price","Cents per cubic metre","56","units","0","v47807","1.1.4","16.42","","","","2"
"1999-11","Canada","2016A000011124","Total","Sales unit price","Cents per cubic metre","56","units","0","v47807","1.1.4","16.90","","","","2"
"1999-12","Canada","2016A000011124","Total","Sales unit price","Cents per cubic metre","56","units","0","v47807","1.1.4","17.66","","","","2"
"2000-01","Canada","2016A000011124","Total","Sales unit price","Cents per cubic metre","56","units","0","v47807","1.1.4","18.85","","","","2"
"2000-02","Canada","2016A000011124","Total","Sales unit price","Cents per cubic metre","56","units","0","v47807","1.1.4","19.07","","","","2"
"2000-03","Canada","2016A000011124","Total","Sales unit price","Cents per cubic metre","56","units","0","v47807","1.1.4","17.99","","","","2"
"2000-04","Canada","2016A000011124","Total","Sales unit price","Cents per cubic metre","56","units","0","v47807","1.1.4","17.98","","","","2"
"2000-05","Canada","2016A000011124","Total","Sales unit price","Cents per cubic metre","56","units","0","v47807","1.1.4","18.62","","","","2"
"2000-06","Canada","2016A000011124","Total","Sales unit price","Cents per cubic metre","56","units","0","v47807","1.1.4","18.68","","","","2"
"2000-07","Canada","2016A000011124","Total","Sales unit price","Cents per cubic metre","56","units","0","v47807","1.1.4","18.53","","","","2"
"2000-08","Canada","2016A000011124","Total","Sales unit price","Cents per cubic metre","56","units","0","v47807","1.1.4","18.24","","","","2"
"2000-09","Canada","2016A000011124","Total","Sales unit price","Cents per cubic metre","56","units","0","v47807","1.1.4","18.86","","","","2"
"2000-10","Canada","2016A000011124","Total","Sales unit price","Cents per cubic metre","56","units","0","v47807","1.1.4","21.17","","","","2"
"2000-11","Canada","2016A000011124","Total","Sales unit price","Cents per cubic metre","56","units","0","v47807","1.1.4","22.42","","","","2"
"2000-12","Canada","2016A000011124","Total","Sales unit price","Cents per cubic metre","56","units","0","v47807","1.1.4","25.08","","","","2"
"2001-01","Canada","2016A000011124","Total","Sales unit price","Cents per cubic metre","56","units","0","v47807","1.1.4","27.05","","","","2"
"2001-02","Canada","2016A000011124","Total","Sales unit price","Cents per cubic metre","56","units","0","v47807","1.1.4","30.45","","","","2"
"2001-03","Canada","2016A000011124","Total","Sales unit price","Cents per cubic metre","56","units","0","v47807","1.1.4","31.85","","","","2"
"2001-04","Canada","2016A000011124","Total","Sales unit price","Cents per cubic metre","56","units","0","v47807","1.1.4","31.32","","","","2"
"2001-05","Canada","2016A000011124","Total","Sales unit price","Cents per cubic metre","56","units","0","v47807","1.1.4","25.31","","","","2"
"2001-06","Canada","2016A000011124","Total","Sales unit price","Cents per cubic metre","56","units","0","v47807","1.1.4","29.25","","","","2"
"2001-07","Canada","2016A000011124","Total","Sales unit price","Cents per cubic metre","56","units","0","v47807","1.1.4","25.19","","","","2"
"2001-08","Canada","2016A000011124","Total","Sales unit price","Cents per cubic metre","56","units","0","v47807","1.1.4","24.51","","","","2"
"2001-09","Canada","2016A000011124","Total","Sales unit price","Cents per cubic metre","56","units","0","v47807","1.1.4","24.12","","","","2"
"2001-10","Canada","2016A000011124","Total","Sales unit price","Cents per cubic metre","56","units","0","v47807","1.1.4","24.40","","","","2"
"2001-11","Canada","2016A000011124","Total","Sales unit price","Cents per cubic metre","56","units","0","v47807","1.1.4","24.25","","","","2"
"2001-12","Canada","2016A000011124","Total","Sales unit price","Cents per cubic metre","56","units","0","v47807","1.1.4","24.76","","","","2"
"2002-01","Canada","2016A000011124","Total","Sales unit price","Cents per cubic metre","56","units","0","v47807","1.1.4","27.36","","","","2"
"2002-02","Canada","2016A000011124","Total","Sales unit price","Cents per cubic metre","56","units","0","v47807","1.1.4","27.48","","","","2"
"2002-03","Canada","2016A000011124","Total","Sales unit price","Cents per cubic metre","56","units","0","v47807","1.1.4","26.52","","","","2"
"2002-04","Canada","2016A000011124","Total","Sales unit price","Cents per cubic metre","56","units","0","v47807","1.1.4","26.41","","","","2"
"2002-05","Canada","2016A000011124","Total","Sales unit price","Cents per cubic metre","56","units","0","v47807","1.1.4","26.99","","","","2"
"2002-06","Canada","2016A000011124","Total","Sales unit price","Cents per cubic metre","56","units","0","v47807","1.1.4","25.86","","","","2"
"2002-07","Canada","2016A000011124","Total","Sales unit price","Cents per cubic metre","56","units","0","v47807","1.1.4","24.61","","","","2"
"2002-08","Canada","2016A000011124","Total","Sales unit price","Cents per cubic metre","56","units","0","v47807","1.1.4","18.93","","","","2"
"2002-09","Canada","2016A000011124","Total","Sales unit price","Cents per cubic metre","56","units","0","v47807","1.1.4","23.22","","","","2"
"2002-10","Canada","2016A000011124","Total","Sales unit price","Cents per cubic metre","56","units","0","v47807","1.1.4","28.05","","","","2"
"2002-11","Canada","2016A000011124","Total","Sales unit price","Cents per cubic metre","56","units","0","v47807","1.1.4","26.87","","","","2"
"2002-12","Canada","2016A000011124","Total","Sales unit price","Cents per cubic metre","56","units","0","v47807","1.1.4","28.34","","","","2"
"2003-01","Canada","2016A000011124","Total","Sales unit price","Cents per cubic metre","56","units","0","v47807","1.1.4","32.92","","","","2"
"2003-02","Canada","2016A000011124","Total","Sales unit price","Cents per cubic metre","56","units","0","v47807","1.1.4","33.84","","","","2"
"2003-03","Canada","2016A000011124","Total","Sales unit price","Cents per cubic metre","56","units","0","v47807","1.1.4","36.44","","","","2"
"2003-04","Canada","2016A000011124","Total","Sales unit price","Cents per cubic metre","56","units","0","v47807","1.1.4","36.72","","","","2"
"2003-05","Canada","2016A000011124","Total","Sales unit price","Cents per cubic metre","56","units","0","v47807","1.1.4","29.85","","","","2"
"2003-06","Canada","2016A000011124","Total","Sales unit price","Cents per cubic metre","56","units","0","v47807","1.1.4","33.73","","","","2"
"2003-07","Canada","2016A000011124","Total","Sales unit price","Cents per cubic metre","56","units","0","v47807","1.1.4","34.60","","","","2"
"2003-08","Canada","2016A000011124","Total","Sales unit price","Cents per cubic metre","56","units","0","v47807","1.1.4","30.28","","","","2"
"2003-09","Canada","2016A000011124","Total","Sales unit price","Cents per cubic metre","56","units","0","v47807","1.1.4","35.31","","","","2"
"2003-10","Canada","2016A000011124","Total","Sales unit price","Cents per cubic metre","56","units","0","v47807","1.1.4","31.80","","","","2"
"2003-11","Canada","2016A000011124","Total","Sales unit price","Cents per cubic metre","56","units","0","v47807","1.1.4","32.52","","","","2"
"2003-12","Canada","2016A000011124","Total","Sales unit price","Cents per cubic metre","56","units","0","v47807","1.1.4","33.39","","","","2"
"2004-01","Canada","2016A000011124","Total","Sales unit price","Cents per cubic metre","56","units","0","v47807","1.1.4","35.99","","","","2"
"2004-02","Canada","2016A000011124","Total","Sales unit price","Cents per cubic metre","56","units","0","v47807","1.1.4","34.49","","","","2"
"2004-03","Canada","2016A000011124","Total","Sales unit price","Cents per cubic metre","56","units","0","v47807","1.1.4","32.80","","","","2"
"2004-04","Canada","2016A000011124","Total","Sales unit price","Cents per cubic metre","56","units","0","v47807","1.1.4","32.97","","","","2"
"2004-05","Canada","2016A000011124","Total","Sales unit price","Cents per cubic metre","56","units","0","v47807","1.1.4","31.07","","","","2"
"2004-06","Canada","2016A000011124","Total","Sales unit price","Cents per cubic metre","56","units","0","v47807","1.1.4","33.54","","","","2"
"2004-07","Canada","2016A000011124","Total","Sales unit price","Cents per cubic metre","56","units","0","v47807","1.1.4","31.79","","","","2"
"2004-08","Canada","2016A000011124","Total","Sales unit price","Cents per cubic metre","56","units","0","v47807","1.1.4","32.62","","","","2"
"2004-09","Canada","2016A000011124","Total","Sales unit price","Cents per cubic metre","56","units","0","v47807","1.1.4","31.46","","","","2"
"2004-10","Canada","2016A000011124","Total","Sales unit price","Cents per cubic metre","56","units","0","v47807","1.1.4","30.86","","","","2"
"2004-11","Canada","2016A000011124","Total","Sales unit price","Cents per cubic metre","56","units","0","v47807","1.1.4","36.75","","","","2"
"2004-12","Canada","2016A000011124","Total","Sales unit price","Cents per cubic metre","56","units","0","v47807","1.1.4","35.71","","","","2"
"2005-01","Canada","2016A000011124","Total","Sales unit price","Cents per cubic metre","56","units","0","v47807","1.1.4","36.59","","","","2"
"2005-02","Canada","2016A000011124","Total","Sales unit price","Cents per cubic metre","56","units","0","v47807","1.1.4","36.20","","","","2"
"2005-03","Canada","2016A000011124","Total","Sales unit price","Cents per cubic metre","56","units","0","v47807","1.1.4","36.99","","","","2"
"2005-04","Canada","2016A000011124","Total","Sales unit price","Cents per cubic metre","56","units","0","v47807","1.1.4","34.91","","","","2"
"2005-05","Canada","2016A000011124","Total","Sales unit price","Cents per cubic metre","56","units","0","v47807","1.1.4","32.32","","","","2"
"2005-06","Canada","2016A000011124","Total","Sales unit price","Cents per cubic metre","56","units","0","v47807","1.1.4","31.14","","","","2"
"2005-07","Canada","2016A000011124","Total","Sales unit price","Cents per cubic metre","56","units","0","v47807","1.1.4","37.82","","","","2"
"2005-08","Canada","2016A000011124","Total","Sales unit price","Cents per cubic metre","56","units","0","v47807","1.1.4","33.72","","","","2"
"2005-09","Canada","2016A000011124","Total","Sales unit price","Cents per cubic metre","56","units","0","v47807","1.1.4","42.29","","","","2"
"2005-10","Canada","2016A000011124","Total","Sales unit price","Cents per cubic metre","56","units","0","v47807","1.1.4","46.65","","","","2"
"2005-11","Canada","2016A000011124","Total","Sales unit price","Cents per cubic metre","56","units","0","v47807","1.1.4","46.61","","","","2"
"2005-12","Canada","2016A000011124","Total","Sales unit price","Cents per cubic metre","56","units","0","v47807","1.1.4","43.57","","","","2"
"2006-01","Canada","2016A000011124","Total","Sales unit price","Cents per cubic metre","56","units","0","v47807","1.1.4","48.83","","","","2"
"2006-02","Canada","2016A000011124","Total","Sales unit price","Cents per cubic metre","56","units","0","v47807","1.1.4","45.23","","","","2"
"2006-03","Canada","2016A000011124","Total","Sales unit price","Cents per cubic metre","56","units","0","v47807","1.1.4","42.64","","","","2"
"2006-04","Canada","2016A000011124","Total","Sales unit price","Cents per cubic metre","56","units","0","v47807","1.1.4","40.65","","","","2"
"2006-05","Canada","2016A000011124","Total","Sales unit price","Cents per cubic metre","56","units","0","v47807","1.1.4","36.30","","","","2"
"2006-06","Canada","2016A000011124","Total","Sales unit price","Cents per cubic metre","56","units","0","v47807","1.1.4","32.38","","","","2"
"2006-07","Canada","2016A000011124","Total","Sales unit price","Cents per cubic metre","56","units","0","v47807","1.1.4","33.83","","","","2"
"2006-08","Canada","2016A000011124","Total","Sales unit price","Cents per cubic metre","56","units","0","v47807","1.1.4","31.14","","","","2"
"2006-09","Canada","2016A000011124","Total","Sales unit price","Cents per cubic metre","56","units","0","v47807","1.1.4","31.72","","","","2"
"2006-10","Canada","2016A000011124","Total","Sales unit price","Cents per cubic metre","56","units","0","v47807","1.1.4","29.82","","","","2"
"2006-11","Canada","2016A000011124","Total","Sales unit price","Cents per cubic metre","56","units","0","v47807","1.1.4","34.55","","","","2"
"2006-12","Canada","2016A000011124","Total","Sales unit price","Cents per cubic metre","56","units","0","v47807","1.1.4","36.38","","","","2"
"2007-01","Canada","2016A000011124","Total","Sales unit price","Cents per cubic metre","56","units","0","v47807","1.1.4","33.14","","","","2"
"2007-02","Canada","2016A000011124","Total","Sales unit price","Cents per cubic metre","56","units","0","v47807","1.1.4","35.17","","","","2"
"2007-03","Canada","2016A000011124","Total","Sales unit price","Cents per cubic metre","56","units","0","v47807","1.1.4","34.34","","","","2"
"2007-04","Canada","2016A000011124","Total","Sales unit price","Cents per cubic metre","56","units","0","v47807","1.1.4","33.97","","","","2"
"2007-05","Canada","2016A000011124","Total","Sales unit price","Cents per cubic metre","56","units","0","v47807","1.1.4","31.08","","","","2"
"2007-06","Canada","2016A000011124","Total","Sales unit price","Cents per cubic metre","56","units","0","v47807","1.1.4","31.32","","","","2"
"2007-07","Canada","2016A000011124","Total","Sales unit price","Cents per cubic metre","56","units","0","v47807","1.1.4","27.78","","","","2"
"2007-08","Canada","2016A000011124","Total","Sales unit price","Cents per cubic metre","56","units","0","v47807","1.1.4","30.26","","","","2"
"2007-09","Canada","2016A000011124","Total","Sales unit price","Cents per cubic metre","56","units","0","v47807","1.1.4","28.97","","","","2"
"2007-10","Canada","2016A000011124","Total","Sales unit price","Cents per cubic metre","56","units","0","v47807","1.1.4","29.17","","","","2"
"2007-11","Canada","2016A000011124","Total","Sales unit price","Cents per cubic metre","56","units","0","v47807","1.1.4","31.20","","","","2"
"2007-12","Canada","2016A000011124","Total","Sales unit price","Cents per cubic metre","56","units","0","v47807","1.1.4","32.37","","","","2"
"2008-01","Canada","2016A000011124","Total","Sales unit price","Cents per cubic metre","56","units","0","v47807","1.1.4","33.37","","","","2"
"2008-02","Canada","2016A000011124","Total","Sales unit price","Cents per cubic metre","56","units","0","v47807","1.1.4","33.30","","","","2"
"2008-03","Canada","2016A000011124","Total","Sales unit price","Cents per cubic metre","56","units","0","v47807","1.1.4","34.12","","","","2"
"2008-04","Canada","2016A000011124","Total","Sales unit price","Cents per cubic metre","56","units","0","v47807","1.1.4","35.63","","","","2"
"2008-05","Canada","2016A000011124","Total","Sales unit price","Cents per cubic metre","56","units","0","v47807","1.1.4","36.27","","","","2"
"2008-06","Canada","2016A000011124","Total","Sales unit price","Cents per cubic metre","56","units","0","v47807","1.1.4","37.29","","","","2"
"2008-07","Canada","2016A000011124","Total","Sales unit price","Cents per cubic metre","56","units","0","v47807","1.1.4","39.11","","","","2"
"2008-08","Canada","2016A000011124","Total","Sales unit price","Cents per cubic metre","56","units","0","v47807","1.1.4","37.77","","","","2"
"2008-09","Canada","2016A000011124","Total","Sales unit price","Cents per cubic metre","56","units","0","v47807","1.1.4","36.72","","","","2"
"2008-10","Canada","2016A000011124","Total","Sales unit price","Cents per cubic metre","56","units","0","v47807","1.1.4","35.94","","","","2"
"2008-11","Canada","2016A000011124","Total","Sales unit price","Cents per cubic metre","56","units","0","v47807","1.1.4","35.31","","","","2"
