time,Quebec,Newfoundland and Labrador,British Columbia,New Brunswick,Nova Scotia,Saskatchewan,Alberta,Prince Edward Island,Manitoba,Ontario,Canada
2013-10-16 03:00:00,4.68870625,4.146181382499999,4.5325454825,4.2407455825,4.4953664825,4.1951804825,4.2420535625,4.3678620625,3.9079411299999998,4.88197177,4.362971684825
2013-10-16 04:00:00,4.681613,4.1487480425,4.5470709199999995,4.2289890625,4.47140137,4.167397,4.1990697425,4.3598254825,3.87033968,4.89223552,4.3491290825
2013-10-16 05:00:00,4.670281480000001,4.16224532,4.5498419199999995,4.219213000000001,4.463208730000001,4.14041137,4.1712643300000005,4.2788150425,3.8709435625000004,4.901046279999999,4.3349898697
2013-10-16 06:00:00,4.6865773825,4.1648204799999995,4.540841142500001,4.202962062499999,4.45230425,4.116125,4.158385130000001,4.27947392,3.87396425,4.9164945625000005,4.33112825
2013-10-16 07:00:00,4.7242999999999995,4.1783623825,4.5228826825,4.1719091825,4.448901062499999,4.10212057,4.15581337,4.23486388,3.8733599424999996,4.90986928,4.323878804425
2013-10-16 08:00:00,4.7278710625,4.1693302825,4.50291988,4.1616017425,4.44822068,4.07549908,4.1033919999999995,4.1487480425,3.87759188,4.89957697,4.3027205632
2013-10-16 09:00:00,4.730014720000001,4.16868577,4.4816593825,4.16095825,4.4611624825,4.0528,4.0951337825000005,4.14553993,3.8769870624999996,4.88930132,4.2974279872
2013-10-16 10:00:00,4.7393127425,4.1719091825,4.46730352,4.15324297,4.4761860625,4.04777072,4.0685515625,4.21530793,3.8733599424999996,4.8797745625,4.300470553699999
2013-10-16 11:00:00,4.740744482499999,4.1822383825,4.4645733199999995,4.1641765625,4.50566912,4.0471424425,4.0433745624999995,4.1977729825,3.8697358824999997,4.8797745625,4.300470553699999
2013-10-16 12:00:00,4.74432532,4.20361108,4.467986282499999,4.2315992425,4.5630227425,4.0521710424999995,4.0158369425,4.255807880000001,3.8643055300000007,4.89076825,4.319626954825
2013-10-16 13:00:00,4.7622613825,4.22964148,4.463890982500001,4.343121920000001,4.6357140625,4.0521710424999995,3.9959129425,4.4095793825,3.8643055300000007,4.91575808,4.357283117200001
2013-10-16 14:00:00,4.8185633425,4.274205279999999,4.449581530000001,4.4210750800000005,4.687286919999999,4.05657553,3.9773132425,4.47003508,3.939116282500001,4.9475035825,4.393930773699999
2013-10-16 15:00:00,4.8644155300000005,4.29266932,4.425138250000001,4.498111982499999,4.7150251825,4.14682292,3.971748249999999,4.51805753,4.1154875424999995,5.0025033425,4.4457720068
2013-10-16 16:00:00,4.9238640625,4.3098741700000005,4.4570722825,4.62657737,4.73430433,4.2695996825,4.00524148,4.564411982499999,4.2722309425,5.03767732,4.5117910584250005
2013-10-16 17:00:00,4.9106050825,4.3324595200000005,4.5297829825,4.713599562500001,4.745041742500001,4.36049473,4.02645697,4.61955892,4.4001307825,5.058721279999999,4.562258805425
2013-10-16 18:00:00,4.90398592,4.337788,4.5838970425,4.7708895625,4.7293000825,4.431238742500001,4.0773956425,4.6547361700000005,4.4974254799999995,5.0866315825,4.6006515625
2013-10-16 19:00:00,4.87026217,4.3384544425,4.6258751425,4.7522106425,4.6865773825,4.4258157425,4.1861174425,4.6936765825,4.599952480000001,5.01071872,4.614160505825
2013-10-16 20:00:00,4.873187529999999,4.32979732,4.649093530000001,4.7178774425,4.649093530000001,4.3960864825,4.2512189425,4.68303097,4.64063977,5.0279295625,4.6173148112
2013-10-16 21:00:00,4.854197,4.3039121425,4.68444928,4.65614768,4.63782457,4.343121920000001,4.255807880000001,4.6455696425,4.6483885825,4.9786625425,4.5964583425
2013-10-16 22:00:00,4.81783825,4.271572999999999,4.6695739825,4.567886570000001,4.6364174799999995,4.2663125200000005,4.26894208,4.61815625,4.6244709425,4.9460235625,4.564342512425
2013-10-16 23:00:00,4.7809712425,4.22833673,4.667452,4.51943572,4.6329012425,4.20750697,4.2525296425,4.5838970425,4.5616338425,4.8636850825,4.525503795200001
2013-10-17 00:00:00,4.76154292,4.1951804825,4.6540305425,4.50154577,4.6329012425,4.15324297,4.2016642825,4.54291697,4.43870425,4.7881826425,4.482412389425
2013-10-17 01:00:00,4.750059080000001,4.1712643300000005,4.61535193,4.487138142499999,4.63079252,4.11995153,4.1078446825,4.513925,4.369202682500001,4.72144468,4.443664309825
2013-10-17 02:00:00,4.745041742500001,4.14938992,4.60694713,4.4912507825,4.66886657,4.0913271425,4.0837230425,4.51530217,4.33912097,4.6724044825,4.430899645625001
2013-10-17 03:00:00,4.7385969999999995,4.1654644825,4.5297829825,4.5063566425,4.71573812,4.0603541199999995,4.0609841824999995,4.527712,4.31783425,4.63219825,4.4198567257
2013-10-17 04:00:00,4.728585529999999,4.21660928,4.51530217,4.527712,4.768731369999999,3.999642062499999,3.8757776825,4.5533075825,4.28606737,4.60694713,4.399928494825
2013-10-17 05:00:00,4.7428927299999994,4.2198641425,4.52633177,4.554000970000001,4.8084197825,3.9575578824999997,3.8103806799999997,4.58598868,4.26368432,4.595061282500001,4.39676032
2013-10-17 06:00:00,4.75436297,4.21660928,4.537383129999999,4.5866860625,4.82364137,3.92014033,3.7706836825,4.611148,4.24270768,4.5936645625,4.394671700425
2013-10-17 07:00:00,4.70291825,4.05909425,4.53876608,4.61254897,4.8622244425,3.9256410624999996,3.7401370625000006,4.6202603825,4.2315992425,4.5512279300000005,4.372220320625
2013-10-17 08:00:00,4.7421765625,4.02145625,4.5311640625,4.6286845625,4.86295472,3.875173120000001,3.73838177,4.653325,4.195828479999999,4.54014937,4.3653828118249995
2013-10-17 09:00:00,4.7178774425,4.033968249999999,4.50566912,4.6343074825,4.8563852825,3.8288770625000006,3.7683257825,4.6879965425000005,4.16224532,4.536691782499999,4.359624724825
2013-10-17 10:00:00,4.6497985625,4.020206920000001,4.56371732,4.64345633,4.8520094825,3.8080000000000003,3.8002721824999997,4.713599562500001,4.1308099825,4.55816308,4.360293946825001
2013-10-17 11:00:00,4.60135073,4.0989434825,4.538074562499999,4.64204788,4.8389004425,3.7824935825,3.8264858425,4.7378813425,4.1052997825,4.5498419199999995,4.359089408425
2013-10-17 12:00:00,4.58459417,4.2709151425,4.51943572,4.66462388,4.8229156825,3.7600838425000003,3.8872805200000005,4.768731369999999,4.08055828,4.5533075825,4.378999508800001
2013-10-17 13:00:00,4.6188575425,4.36049473,4.51530217,4.7121742825,4.8214645625,3.74775217,3.9164769999999995,4.8127649825,4.0559460625,4.5783230825,4.4010748928
2013-10-17 14:00:00,4.6695739825,4.3920452425,4.5132365425,4.7421765625,4.8200137825,3.7559691199999996,3.91891888,4.846908249999999,4.072339842499999,4.6343074825,4.423174002425
2013-10-17 15:00:00,4.74719152,4.40620297,4.51943572,4.8113162425,4.8505515625,3.85948433,3.9293120425,4.87757812,4.1397706825,4.6879965425000005,4.470240001825
2013-10-17 16:00:00,4.798292882499999,4.4122820425,4.5132365425,4.854197,4.8709933825,4.0046189825,4.07297152,4.898108,4.21660928,4.73287412,4.527642980425
2013-10-17 17:00:00,4.8490939825,4.4014795625000005,4.5498419199999995,4.92165232,4.882704342499999,4.1282528425,4.19842132,4.9341956425,4.2854076425,4.7680121425,4.583827334425
2013-10-17 18:00:00,4.8900347425,4.39002577,4.58180617,4.960839062500001,4.8666073825,4.214006919999999,4.2499085825,4.94528368,4.3384544425,4.815663482500001,4.6180160017
2013-10-17 19:00:00,4.909133562499999,4.3331252825,4.611148,4.99429825,4.9378895300000005,4.24925353,4.2913482499999995,5.116935782500001,4.36853233,4.77160913,4.650010088825
2013-10-17 20:00:00,4.891501842499999,4.3324595200000005,4.6357140625,4.9489839425,4.9253389825,4.2814510625,4.295973482500001,5.05420625,4.369202682500001,4.77448825,4.643667626825
2013-10-17 21:00:00,4.8607641425,4.34579092,4.679486682499999,4.8447232824999995,4.8871015625,4.2801328825,4.3145160625,4.9475035825,4.36049473,4.74862513,4.621172410825
2013-10-17 22:00:00,4.79179153,4.376582170000001,4.64063977,4.73144425,4.843267062500001,4.2512189425,4.320490329999999,4.8316295425,4.3451235425,4.687286919999999,4.57762672
2013-10-17 23:00:00,4.72287217,4.40350337,4.64345633,4.6922560625,4.8214645625,4.202962062499999,4.304574249999999,4.745041742500001,4.301926330000001,4.61815625,4.5416713817
2013-10-18 00:00:00,4.679486682499999,4.42378352,4.6293871300000005,4.6865773825,4.7910695825,4.1397706825,4.24401617,4.692966279999999,4.1887051825,4.60974737,4.503813233825
2013-10-18 01:00:00,4.6300897825,4.431238742500001,4.61535193,4.6554418825,4.7464748425,4.07676337,4.1148501699999995,4.6582655825,4.11867568,4.5811093825,4.4570722825
2013-10-18 02:00:00,4.57345033,4.442101062499999,4.56232825,4.6006515625,4.70434132,3.9983986825,4.0245810625,4.63782457,4.0496560625,4.56093952,4.408701310825
2013-10-18 03:00:00,4.583200000000001,4.44822068,4.5077319425,4.5588570625,4.674528250000001,3.9378895624999997,3.9520173700000005,4.6244709425,3.9890841700000004,4.541532999999999,4.37389753
2013-10-18 04:00:00,4.5797160625,4.463208730000001,4.5146135425,4.53323632,4.6497985625,3.91403648,3.8800120000000002,4.6062472825,3.940957,4.5284022425,4.352135245625
2013-10-18 05:00:00,4.580412679999999,4.48508297,4.515990882500001,4.515990882500001,4.6343074825,3.8903126824999994,3.8324664425,4.595061282500001,3.90307097,4.50566912,4.3360556473
2013-10-18 06:00:00,4.5063566425,4.5228826825,4.51805753,4.5008588425000005,4.6132495825,3.8818279825000004,3.7967103425,4.58738353,3.8769870624999996,4.467986282499999,4.3171704425
2013-10-18 07:00:00,4.49330825,4.6160528825,4.5201249425,4.463208730000001,4.5908721425,3.85827988,3.7671473425,4.5546944425,3.8630997199999997,4.476869929999999,4.309542765625
2013-10-18 08:00:00,4.5111716799999995,4.674528250000001,4.5311640625,4.4407420825,4.57484212,3.8420530825,3.7612602424999992,4.5353093425,3.8504592425000004,4.4611624825,4.3068922956249995
2013-10-18 09:00:00,4.5091075825,4.69865108,4.53461825,4.427170982500001,4.5692770000000005,3.8276812825,3.7547942499999993,4.5242620625,3.8300731825,4.427170982500001,4.2984860672
2013-10-18 10:00:00,4.5049816825,4.6965186425,4.5256417825,4.4203981825,4.564411982499999,3.8127627200000007,3.7495115425,4.5146135425,3.808595042500001,4.40890393,4.2885751097
2013-10-18 11:00:00,4.4994852425000005,4.692966279999999,4.5187465824999995,4.41295792,4.5560816425,3.8127627200000007,3.76302548,4.5049816825,3.7872270624999995,4.3960864825,4.2825058513
2013-10-18 12:00:00,4.4953664825,4.6922560625,4.4789220425,4.45775377,4.56649648,3.8408535625000004,3.77835625,4.5560816425,3.7647914824999993,4.3853166425,4.289697390625
2013-10-18 13:00:00,4.5470709199999995,4.68303097,4.459117,4.5042943300000005,4.5852913825,3.8721515825000004,3.7878191299999995,4.6062472825,3.7518585624999994,4.4149860625,4.308880020625001
