"REF_DATE","GEO","DGUID","Statistic","Household type","Household expenditures, summary-level categories","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2011","Canada","2016A000011124","Average expenditure per household","Lone-parent households with no additional persons","Household appliances","Dollars","81","units","0","v54530386","1.1.6.17","361","","","","0"
"2012","Canada","2016A000011124","Average expenditure per household","Lone-parent households with no additional persons","Household appliances","Dollars","81","units","0","v54530386","1.1.6.17","418","","","","0"
"2013","Canada","2016A000011124","Average expenditure per household","Lone-parent households with no additional persons","Household appliances","Dollars","81","units","0","v54530386","1.1.6.17","371","","","","0"
"2014","Canada","2016A000011124","Average expenditure per household","Lone-parent households with no additional persons","Household appliances","Dollars","81","units","0","v54530386","1.1.6.17","359","","","","0"
"2015","Canada","2016A000011124","Average expenditure per household","Lone-parent households with no additional persons","Household appliances","Dollars","81","units","0","v54530386","1.1.6.17","318","","","","0"
"2016","Canada","2016A000011124","Average expenditure per household","Lone-parent households with no additional persons","Household appliances","Dollars","81","units","0","v54530386","1.1.6.17","407","","","","0"
"2017","Canada","2016A000011124","Average expenditure per household","Lone-parent households with no additional persons","Household appliances","Dollars","81","units","0","v54530386","1.1.6.17","314","","","","0"
"2019","Canada","2016A000011124","Average expenditure per household","Lone-parent households with no additional persons","Household appliances","Dollars","81","units","0","v54530386","1.1.6.17","441","","","","0"
"2010","Canada","2016A000011124","Average expenditure per household","Lone-parent households with no additional persons","Clothing and accessories","Dollars","81","units","0","v54530387","1.1.6.18","2945","","","","0"
"2011","Canada","2016A000011124","Average expenditure per household","Lone-parent households with no additional persons","Clothing and accessories","Dollars","81","units","0","v54530387","1.1.6.18","3279","","","","0"
"2012","Canada","2016A000011124","Average expenditure per household","Lone-parent households with no additional persons","Clothing and accessories","Dollars","81","units","0","v54530387","1.1.6.18","3310","","","","0"
"2013","Canada","2016A000011124","Average expenditure per household","Lone-parent households with no additional persons","Clothing and accessories","Dollars","81","units","0","v54530387","1.1.6.18","3409","","","","0"
"2014","Canada","2016A000011124","Average expenditure per household","Lone-parent households with no additional persons","Clothing and accessories","Dollars","81","units","0","v54530387","1.1.6.18","3621","","","","0"
"2015","Canada","2016A000011124","Average expenditure per household","Lone-parent households with no additional persons","Clothing and accessories","Dollars","81","units","0","v54530387","1.1.6.18","3087","","","","0"
"2016","Canada","2016A000011124","Average expenditure per household","Lone-parent households with no additional persons","Clothing and accessories","Dollars","81","units","0","v54530387","1.1.6.18","3021","","","","0"
"2017","Canada","2016A000011124","Average expenditure per household","Lone-parent households with no additional persons","Clothing and accessories","Dollars","81","units","0","v54530387","1.1.6.18","3120","","","","0"
"2019","Canada","2016A000011124","Average expenditure per household","Lone-parent households with no additional persons","Clothing and accessories","Dollars","81","units","0","v54530387","1.1.6.18","3280","","","","0"
"2010","Canada","2016A000011124","Average expenditure per household","Lone-parent households with no additional persons","Transportation","Dollars","81","units","0","v54530392","1.1.6.23","7821","","","","0"
"2011","Canada","2016A000011124","Average expenditure per household","Lone-parent households with no additional persons","Transportation","Dollars","81","units","0","v54530392","1.1.6.23","8335","","","","0"
"2012","Canada","2016A000011124","Average expenditure per household","Lone-parent households with no additional persons","Transportation","Dollars","81","units","0","v54530392","1.1.6.23","8149","","","","0"
"2013","Canada","2016A000011124","Average expenditure per household","Lone-parent households with no additional persons","Transportation","Dollars","81","units","0","v54530392","1.1.6.23","9290","","","","0"
"2014","Canada","2016A000011124","Average expenditure per household","Lone-parent households with no additional persons","Transportation","Dollars","81","units","0","v54530392","1.1.6.23","9595","","","","0"
"2015","Canada","2016A000011124","Average expenditure per household","Lone-parent households with no additional persons","Transportation","Dollars","81","units","0","v54530392","1.1.6.23","9677","","","","0"
"2016","Canada","2016A000011124","Average expenditure per household","Lone-parent households with no additional persons","Transportation","Dollars","81","units","0","v54530392","1.1.6.23","9370","","","","0"
"2017","Canada","2016A000011124","Average expenditure per household","Lone-parent households with no additional persons","Transportation","Dollars","81","units","0","v54530392","1.1.6.23","10745","","","","0"
"2019","Canada","2016A000011124","Average expenditure per household","Lone-parent households with no additional persons","Transportation","Dollars","81","units","0","v54530392","1.1.6.23","9815","","","","0"
"2010","Canada","2016A000011124","Average expenditure per household","Lone-parent households with no additional persons","Private transportation","Dollars","81","units","0","v54530393","1.1.6.24","6935","","","","0"
"2011","Canada","2016A000011124","Average expenditure per household","Lone-parent households with no additional persons","Private transportation","Dollars","81","units","0","v54530393","1.1.6.24","7459","","","","0"
"2012","Canada","2016A000011124","Average expenditure per household","Lone-parent households with no additional persons","Private transportation","Dollars","81","units","0","v54530393","1.1.6.24","7204","","","","0"
"2013","Canada","2016A000011124","Average expenditure per household","Lone-parent households with no additional persons","Private transportation","Dollars","81","units","0","v54530393","1.1.6.24","8077","","","","0"
"2014","Canada","2016A000011124","Average expenditure per household","Lone-parent households with no additional persons","Private transportation","Dollars","81","units","0","v54530393","1.1.6.24","8493","","","","0"
"2015","Canada","2016A000011124","Average expenditure per household","Lone-parent households with no additional persons","Private transportation","Dollars","81","units","0","v54530393","1.1.6.24","8727","","","","0"
"2016","Canada","2016A000011124","Average expenditure per household","Lone-parent households with no additional persons","Private transportation","Dollars","81","units","0","v54530393","1.1.6.24","8177","","","","0"
"2017","Canada","2016A000011124","Average expenditure per household","Lone-parent households with no additional persons","Private transportation","Dollars","81","units","0","v54530393","1.1.6.24","9735","","","","0"
"2019","Canada","2016A000011124","Average expenditure per household","Lone-parent households with no additional persons","Private transportation","Dollars","81","units","0","v54530393","1.1.6.24","8577","","","","0"
"2010","Canada","2016A000011124","Average expenditure per household","Lone-parent households with no additional persons","Public transportation","Dollars","81","units","0","v54530394","1.1.6.25","886","","","","0"
"2011","Canada","2016A000011124","Average expenditure per household","Lone-parent households with no additional persons","Public transportation","Dollars","81","units","0","v54530394","1.1.6.25","876","","","","0"
"2012","Canada","2016A000011124","Average expenditure per household","Lone-parent households with no additional persons","Public transportation","Dollars","81","units","0","v54530394","1.1.6.25","945","","","","0"
"2013","Canada","2016A000011124","Average expenditure per household","Lone-parent households with no additional persons","Public transportation","Dollars","81","units","0","v54530394","1.1.6.25","1213","","","","0"
"2014","Canada","2016A000011124","Average expenditure per household","Lone-parent households with no additional persons","Public transportation","Dollars","81","units","0","v54530394","1.1.6.25","1102","","","","0"
"2015","Canada","2016A000011124","Average expenditure per household","Lone-parent households with no additional persons","Public transportation","Dollars","81","units","0","v54530394","1.1.6.25","950","","","","0"
"2016","Canada","2016A000011124","Average expenditure per household","Lone-parent households with no additional persons","Public transportation","Dollars","81","units","0","v54530394","1.1.6.25","1193","","","","0"
"2017","Canada","2016A000011124","Average expenditure per household","Lone-parent households with no additional persons","Public transportation","Dollars","81","units","0","v54530394","1.1.6.25","1010","","","","0"
"2019","Canada","2016A000011124","Average expenditure per household","Lone-parent households with no additional persons","Public transportation","Dollars","81","units","0","v54530394","1.1.6.25","1238","","","","0"
"2010","Canada","2016A000011124","Average expenditure per household","Lone-parent households with no additional persons","Health care","Dollars","81","units","0","v54530395","1.1.6.26","1830","","","","0"
"2011","Canada","2016A000011124","Average expenditure per household","Lone-parent households with no additional persons","Health care","Dollars","81","units","0","v54530395","1.1.6.26","1677","","","","0"
"2012","Canada","2016A000011124","Average expenditure per household","Lone-parent households with no additional persons","Health care","Dollars","81","units","0","v54530395","1.1.6.26","1825","","","","0"
"2013","Canada","2016A000011124","Average expenditure per household","Lone-parent households with no additional persons","Health care","Dollars","81","units","0","v54530395","1.1.6.26","1837","","","","0"
"2014","Canada","2016A000011124","Average expenditure per household","Lone-parent households with no additional persons","Health care","Dollars","81","units","0","v54530395","1.1.6.26","1856","","","","0"
"2015","Canada","2016A000011124","Average expenditure per household","Lone-parent households with no additional persons","Health care","Dollars","81","units","0","v54530395","1.1.6.26","1778","","","","0"
"2016","Canada","2016A000011124","Average expenditure per household","Lone-parent households with no additional persons","Health care","Dollars","81","units","0","v54530395","1.1.6.26","1882","","","","0"
"2017","Canada","2016A000011124","Average expenditure per household","Lone-parent households with no additional persons","Health care","Dollars","81","units","0","v54530395","1.1.6.26","2207","","","","0"
"2019","Canada","2016A000011124","Average expenditure per household","Lone-parent households with no additional persons","Health care","Dollars","81","units","0","v54530395","1.1.6.26","2165","","","","0"
"2010","Canada","2016A000011124","Average expenditure per household","Lone-parent households with no additional persons","Direct health care costs to household","Dollars","81","units","0","v54530396","1.1.6.27","1469","","","","0"
"2011","Canada","2016A000011124","Average expenditure per household","Lone-parent households with no additional persons","Direct health care costs to household","Dollars","81","units","0","v54530396","1.1.6.27","1207","","","","0"
"2012","Canada","2016A000011124","Average expenditure per household","Lone-parent households with no additional persons","Direct health care costs to household","Dollars","81","units","0","v54530396","1.1.6.27","1265","","","","0"
"2013","Canada","2016A000011124","Average expenditure per household","Lone-parent households with no additional persons","Direct health care costs to household","Dollars","81","units","0","v54530396","1.1.6.27","1246","","","","0"
"2014","Canada","2016A000011124","Average expenditure per household","Lone-parent households with no additional persons","Direct health care costs to household","Dollars","81","units","0","v54530396","1.1.6.27","1342","","","","0"
"2015","Canada","2016A000011124","Average expenditure per household","Lone-parent households with no additional persons","Direct health care costs to household","Dollars","81","units","0","v54530396","1.1.6.27","1304","","","","0"
"2016","Canada","2016A000011124","Average expenditure per household","Lone-parent households with no additional persons","Direct health care costs to household","Dollars","81","units","0","v54530396","1.1.6.27","1383","","","","0"
"2017","Canada","2016A000011124","Average expenditure per household","Lone-parent households with no additional persons","Direct health care costs to household","Dollars","81","units","0","v54530396","1.1.6.27","1684","","","","0"
"2019","Canada","2016A000011124","Average expenditure per household","Lone-parent households with no additional persons","Direct health care costs to household","Dollars","81","units","0","v54530396","1.1.6.27","1483","","","","0"
"2010","Canada","2016A000011124","Average expenditure per household","Lone-parent households with no additional persons","Personal care","Dollars","81","units","0","v54530398","1.1.6.29","935","","","","0"
"2011","Canada","2016A000011124","Average expenditure per household","Lone-parent households with no additional persons","Personal care","Dollars","81","units","0","v54530398","1.1.6.29","922","","","","0"
"2012","Canada","2016A000011124","Average expenditure per household","Lone-parent households with no additional persons","Personal care","Dollars","81","units","0","v54530398","1.1.6.29","992","","","","0"
"2013","Canada","2016A000011124","Average expenditure per household","Lone-parent households with no additional persons","Personal care","Dollars","81","units","0","v54530398","1.1.6.29","1098","","","","0"
"2014","Canada","2016A000011124","Average expenditure per household","Lone-parent households with no additional persons","Personal care","Dollars","81","units","0","v54530398","1.1.6.29","1060","","","","0"
"2015","Canada","2016A000011124","Average expenditure per household","Lone-parent households with no additional persons","Personal care","Dollars","81","units","0","v54530398","1.1.6.29","1172","","","","0"
"2016","Canada","2016A000011124","Average expenditure per household","Lone-parent households with no additional persons","Personal care","Dollars","81","units","0","v54530398","1.1.6.29","1244","","","","0"
"2017","Canada","2016A000011124","Average expenditure per household","Lone-parent households with no additional persons","Personal care","Dollars","81","units","0","v54530398","1.1.6.29","1097","","","","0"
"2019","Canada","2016A000011124","Average expenditure per household","Lone-parent households with no additional persons","Personal care","Dollars","81","units","0","v54530398","1.1.6.29","1229","","","","0"
"2010","Canada","2016A000011124","Average expenditure per household","Lone-parent households with no additional persons","Recreation","Dollars","81","units","0","v54530399","1.1.6.30","2713","","","","0"
"2011","Canada","2016A000011124","Average expenditure per household","Lone-parent households with no additional persons","Recreation","Dollars","81","units","0","v54530399","1.1.6.30","2882","","","","0"
"2012","Canada","2016A000011124","Average expenditure per household","Lone-parent households with no additional persons","Recreation","Dollars","81","units","0","v54530399","1.1.6.30","3052","","","","0"
"2013","Canada","2016A000011124","Average expenditure per household","Lone-parent households with no additional persons","Recreation","Dollars","81","units","0","v54530399","1.1.6.30","3271","","","","0"
"2014","Canada","2016A000011124","Average expenditure per household","Lone-parent households with no additional persons","Recreation","Dollars","81","units","0","v54530399","1.1.6.30","2789","","","","0"
"2015","Canada","2016A000011124","Average expenditure per household","Lone-parent households with no additional persons","Recreation","Dollars","81","units","0","v54530399","1.1.6.30","2749","","","","0"
"2016","Canada","2016A000011124","Average expenditure per household","Lone-parent households with no additional persons","Recreation","Dollars","81","units","0","v54530399","1.1.6.30","2869","","","","0"
"2017","Canada","2016A000011124","Average expenditure per household","Lone-parent households with no additional persons","Recreation","Dollars","81","units","0","v54530399","1.1.6.30","3004","","","","0"
"2019","Canada","2016A000011124","Average expenditure per household","Lone-parent households with no additional persons","Recreation","Dollars","81","units","0","v54530399","1.1.6.30","3183","","","","0"
"2010","Canada","2016A000011124","Average expenditure per household","Lone-parent households with no additional persons","Recreational equipment and related services","Dollars","81","units","0","v54530400","1.1.6.31","798","","","","0"
"2011","Canada","2016A000011124","Average expenditure per household","Lone-parent households with no additional persons","Recreational equipment and related services","Dollars","81","units","0","v54530400","1.1.6.31","752","","","","0"
"2012","Canada","2016A000011124","Average expenditure per household","Lone-parent households with no additional persons","Recreational equipment and related services","Dollars","81","units","0","v54530400","1.1.6.31","808","","","","0"
"2013","Canada","2016A000011124","Average expenditure per household","Lone-parent households with no additional persons","Recreational equipment and related services","Dollars","81","units","0","v54530400","1.1.6.31","734","","","","0"
"2014","Canada","2016A000011124","Average expenditure per household","Lone-parent households with no additional persons","Recreational equipment and related services","Dollars","81","units","0","v54530400","1.1.6.31","615","","","","0"
"2015","Canada","2016A000011124","Average expenditure per household","Lone-parent households with no additional persons","Recreational equipment and related services","Dollars","81","units","0","v54530400","1.1.6.31","629","","","","0"
"2016","Canada","2016A000011124","Average expenditure per household","Lone-parent households with no additional persons","Recreational equipment and related services","Dollars","81","units","0","v54530400","1.1.6.31","742","","","","0"
"2017","Canada","2016A000011124","Average expenditure per household","Lone-parent households with no additional persons","Recreational equipment and related services","Dollars","81","units","0","v54530400","1.1.6.31","897","","","","0"
"2019","Canada","2016A000011124","Average expenditure per household","Lone-parent households with no additional persons","Recreational equipment and related services","Dollars","81","units","0","v54530400","1.1.6.31","783","","","","0"
"2010","Canada","2016A000011124","Average expenditure per household","Lone-parent households with no additional persons","Home entertainment equipment and services","Dollars","81","units","0","v54530401","1.1.6.32","351","","","","0"
"2011","Canada","2016A000011124","Average expenditure per household","Lone-parent households with no additional persons","Home entertainment equipment and services","Dollars","81","units","0","v54530401","1.1.6.32","370","","","","0"
"2012","Canada","2016A000011124","Average expenditure per household","Lone-parent households with no additional persons","Home entertainment equipment and services","Dollars","81","units","0","v54530401","1.1.6.32","417","","","","0"
"2013","Canada","2016A000011124","Average expenditure per household","Lone-parent households with no additional persons","Home entertainment equipment and services","Dollars","81","units","0","v54530401","1.1.6.32","282","","","","0"
"2014","Canada","2016A000011124","Average expenditure per household","Lone-parent households with no additional persons","Home entertainment equipment and services","Dollars","81","units","0","v54530401","1.1.6.32","309","","","","0"
"2015","Canada","2016A000011124","Average expenditure per household","Lone-parent households with no additional persons","Home entertainment equipment and services","Dollars","81","units","0","v54530401","1.1.6.32","178","","","","0"
"2016","Canada","2016A000011124","Average expenditure per household","Lone-parent households with no additional persons","Home entertainment equipment and services","Dollars","81","units","0","v54530401","1.1.6.32","174","","","","0"
"2017","Canada","2016A000011124","Average expenditure per household","Lone-parent households with no additional persons","Home entertainment equipment and services","Dollars","81","units","0","v54530401","1.1.6.32","192","","","","0"
"2019","Canada","2016A000011124","Average expenditure per household","Lone-parent households with no additional persons","Home entertainment equipment and services","Dollars","81","units","0","v54530401","1.1.6.32","239","","","","0"
"2010","Canada","2016A000011124","Average expenditure per household","Lone-parent households with no additional persons","Recreational services","Dollars","81","units","0","v54530402","1.1.6.33","1326","","","","0"
"2011","Canada","2016A000011124","Average expenditure per household","Lone-parent households with no additional persons","Recreational services","Dollars","81","units","0","v54530402","1.1.6.33","1389","","","","0"
"2012","Canada","2016A000011124","Average expenditure per household","Lone-parent households with no additional persons","Recreational services","Dollars","81","units","0","v54530402","1.1.6.33","1563","","","","0"
"2013","Canada","2016A000011124","Average expenditure per household","Lone-parent households with no additional persons","Recreational services","Dollars","81","units","0","v54530402","1.1.6.33","1629","","","","0"
"2014","Canada","2016A000011124","Average expenditure per household","Lone-parent households with no additional persons","Recreational services","Dollars","81","units","0","v54530402","1.1.6.33","1630","","","","0"
"2015","Canada","2016A000011124","Average expenditure per household","Lone-parent households with no additional persons","Recreational services","Dollars","81","units","0","v54530402","1.1.6.33","1672","","","","0"
"2016","Canada","2016A000011124","Average expenditure per household","Lone-parent households with no additional persons","Recreational services","Dollars","81","units","0","v54530402","1.1.6.33","1744","","","","0"
"2017","Canada","2016A000011124","Average expenditure per household","Lone-parent households with no additional persons","Recreational services","Dollars","81","units","0","v54530402","1.1.6.33","1646","","","","0"
"2019","Canada","2016A000011124","Average expenditure per household","Lone-parent households with no additional persons","Recreational services","Dollars","81","units","0","v54530402","1.1.6.33","2002","","","","0"
"2010","Canada","2016A000011124","Average expenditure per household","Lone-parent households with no additional persons","Recreational vehicles and associated services","Dollars","81","units","0","v54530403","1.1.6.34","","F","","","0"
"2011","Canada","2016A000011124","Average expenditure per household","Lone-parent households with no additional persons","Recreational vehicles and associated services","Dollars","81","units","0","v54530403","1.1.6.34","371","","","","0"
"2012","Canada","2016A000011124","Average expenditure per household","Lone-parent households with no additional persons","Recreational vehicles and associated services","Dollars","81","units","0","v54530403","1.1.6.34","264","","","","0"
"2013","Canada","2016A000011124","Average expenditure per household","Lone-parent households with no additional persons","Recreational vehicles and associated services","Dollars","81","units","0","v54530403","1.1.6.34","","F","","","0"
"2014","Canada","2016A000011124","Average expenditure per household","Lone-parent households with no additional persons","Recreational vehicles and associated services","Dollars","81","units","0","v54530403","1.1.6.34","235","","","","0"
"2015","Canada","2016A000011124","Average expenditure per household","Lone-parent households with no additional persons","Recreational vehicles and associated services","Dollars","81","units","0","v54530403","1.1.6.34","270","","","","0"
"2016","Canada","2016A000011124","Average expenditure per household","Lone-parent households with no additional persons","Recreational vehicles and associated services","Dollars","81","units","0","v54530403","1.1.6.34","209","","","","0"
"2017","Canada","2016A000011124","Average expenditure per household","Lone-parent households with no additional persons","Recreational vehicles and associated services","Dollars","81","units","0","v54530403","1.1.6.34","270","","","","0"
"2019","Canada","2016A000011124","Average expenditure per household","Lone-parent households with no additional persons","Recreational vehicles and associated services","Dollars","81","units","0","v54530403","1.1.6.34","158","","","","0"
"2010","Canada","2016A000011124","Average expenditure per household","Lone-parent households with no additional persons","Education","Dollars","81","units","0","v54530404","1.1.6.35","1760","","","","0"
"2011","Canada","2016A000011124","Average expenditure per household","Lone-parent households with no additional persons","Education","Dollars","81","units","0","v54530404","1.1.6.35","1282","","","","0"
"2012","Canada","2016A000011124","Average expenditure per household","Lone-parent households with no additional persons","Education","Dollars","81","units","0","v54530404","1.1.6.35","2033","","","","0"
"2013","Canada","2016A000011124","Average expenditure per household","Lone-parent households with no additional persons","Education","Dollars","81","units","0","v54530404","1.1.6.35","1909","","","","0"
"2014","Canada","2016A000011124","Average expenditure per household","Lone-parent households with no additional persons","Education","Dollars","81","units","0","v54530404","1.1.6.35","2290","","","","0"
"2015","Canada","2016A000011124","Average expenditure per household","Lone-parent households with no additional persons","Education","Dollars","81","units","0","v54530404","1.1.6.35","1590","","","","0"
"2016","Canada","2016A000011124","Average expenditure per household","Lone-parent households with no additional persons","Education","Dollars","81","units","0","v54530404","1.1.6.35","2352","","","","0"
"2017","Canada","2016A000011124","Average expenditure per household","Lone-parent households with no additional persons","Education","Dollars","81","units","0","v54530404","1.1.6.35","2008","","","","0"
"2019","Canada","2016A000011124","Average expenditure per household","Lone-parent households with no additional persons","Education","Dollars","81","units","0","v54530404","1.1.6.35","2180","","","","0"
"2010","Canada","2016A000011124","Average expenditure per household","Lone-parent households with no additional persons","Reading materials and other printed matter","Dollars","81","units","0","v54530405","1.1.6.36","174","","","","0"
"2011","Canada","2016A000011124","Average expenditure per household","Lone-parent households with no additional persons","Reading materials and other printed matter","Dollars","81","units","0","v54530405","1.1.6.36","170","","","","0"
"2012","Canada","2016A000011124","Average expenditure per household","Lone-parent households with no additional persons","Reading materials and other printed matter","Dollars","81","units","0","v54530405","1.1.6.36","","F","","","0"
"2013","Canada","2016A000011124","Average expenditure per household","Lone-parent households with no additional persons","Reading materials and other printed matter","Dollars","81","units","0","v54530405","1.1.6.36","223","","","","0"
"2014","Canada","2016A000011124","Average expenditure per household","Lone-parent households with no additional persons","Reading materials and other printed matter","Dollars","81","units","0","v54530405","1.1.6.36","105","","","","0"
"2015","Canada","2016A000011124","Average expenditure per household","Lone-parent households with no additional persons","Reading materials and other printed matter","Dollars","81","units","0","v54530405","1.1.6.36","","F","","","0"
"2016","Canada","2016A000011124","Average expenditure per household","Lone-parent households with no additional persons","Reading materials and other printed matter","Dollars","81","units","0","v54530405","1.1.6.36","157","","","","0"
"2017","Canada","2016A000011124","Average expenditure per household","Lone-parent households with no additional persons","Reading materials and other printed matter","Dollars","81","units","0","v54530405","1.1.6.36","135","","","","0"
"2019","Canada","2016A000011124","Average expenditure per household","Lone-parent households with no additional persons","Reading materials and other printed matter","Dollars","81","units","0","v54530405","1.1.6.36","169","","","","0"
"2019","Canada","2016A000011124","Average expenditure per household","Lone-parent households with no additional persons","Tobacco products, alcoholic beverages and cannabis for non-medical use","Dollars","81","units","0","v1234867529","1.1.6.359","1786","","","","0"
"2010","Canada","2016A000011124","Average expenditure per household","Lone-parent households with no additional persons","Tobacco products and alcoholic beverages","Dollars","81","units","0","v54530406","1.1.6.37","807","","","t","0"
"2011","Canada","2016A000011124","Average expenditure per household","Lone-parent households with no additional persons","Tobacco products and alcoholic beverages","Dollars","81","units","0","v54530406","1.1.6.37","934","","","t","0"
"2012","Canada","2016A000011124","Average expenditure per household","Lone-parent households with no additional persons","Tobacco products and alcoholic beverages","Dollars","81","units","0","v54530406","1.1.6.37","1070","","","t","0"
"2013","Canada","2016A000011124","Average expenditure per household","Lone-parent households with no additional persons","Tobacco products and alcoholic beverages","Dollars","81","units","0","v54530406","1.1.6.37","987","","","t","0"
"2014","Canada","2016A000011124","Average expenditure per household","Lone-parent households with no additional persons","Tobacco products and alcoholic beverages","Dollars","81","units","0","v54530406","1.1.6.37","771","","","t","0"
"2015","Canada","2016A000011124","Average expenditure per household","Lone-parent households with no additional persons","Tobacco products and alcoholic beverages","Dollars","81","units","0","v54530406","1.1.6.37","1074","","","t","0"
"2016","Canada","2016A000011124","Average expenditure per household","Lone-parent households with no additional persons","Tobacco products and alcoholic beverages","Dollars","81","units","0","v54530406","1.1.6.37","1126","","","t","0"
"2017","Canada","2016A000011124","Average expenditure per household","Lone-parent households with no additional persons","Tobacco products and alcoholic beverages","Dollars","81","units","0","v54530406","1.1.6.37","957","","","t","0"
"2010","Canada","2016A000011124","Average expenditure per household","Lone-parent households with no additional persons","Games of chance","Dollars","81","units","0","v54530407","1.1.6.38","72","","","","0"
"2011","Canada","2016A000011124","Average expenditure per household","Lone-parent households with no additional persons","Games of chance","Dollars","81","units","0","v54530407","1.1.6.38","180","","","","0"
"2012","Canada","2016A000011124","Average expenditure per household","Lone-parent households with no additional persons","Games of chance","Dollars","81","units","0","v54530407","1.1.6.38","120","","","","0"
"2013","Canada","2016A000011124","Average expenditure per household","Lone-parent households with no additional persons","Games of chance","Dollars","81","units","0","v54530407","1.1.6.38","94","","","","0"
"2014","Canada","2016A000011124","Average expenditure per household","Lone-parent households with no additional persons","Games of chance","Dollars","81","units","0","v54530407","1.1.6.38","77","","","","0"
"2015","Canada","2016A000011124","Average expenditure per household","Lone-parent households with no additional persons","Games of chance","Dollars","81","units","0","v54530407","1.1.6.38","261","","","","0"
"2016","Canada","2016A000011124","Average expenditure per household","Lone-parent households with no additional persons","Games of chance","Dollars","81","units","0","v54530407","1.1.6.38","","F","","","0"
"2017","Canada","2016A000011124","Average expenditure per household","Lone-parent households with no additional persons","Games of chance","Dollars","81","units","0","v54530407","1.1.6.38","95","","","","0"
"2019","Canada","2016A000011124","Average expenditure per household","Lone-parent households with no additional persons","Games of chance","Dollars","81","units","0","v54530407","1.1.6.38","158","","","","0"
"2010","Canada","2016A000011124","Average expenditure per household","Lone-parent households with no additional persons","Miscellaneous expenditures","Dollars","81","units","0","v54530408","1.1.6.39","1134","","","","0"
"2011","Canada","2016A000011124","Average expenditure per household","Lone-parent households with no additional persons","Miscellaneous expenditures","Dollars","81","units","0","v54530408","1.1.6.39","1488","","","","0"
"2012","Canada","2016A000011124","Average expenditure per household","Lone-parent households with no additional persons","Miscellaneous expenditures","Dollars","81","units","0","v54530408","1.1.6.39","1231","","","","0"
"2013","Canada","2016A000011124","Average expenditure per household","Lone-parent households with no additional persons","Miscellaneous expenditures","Dollars","81","units","0","v54530408","1.1.6.39","1607","","","","0"
"2014","Canada","2016A000011124","Average expenditure per household","Lone-parent households with no additional persons","Miscellaneous expenditures","Dollars","81","units","0","v54530408","1.1.6.39","1534","","","","0"
"2015","Canada","2016A000011124","Average expenditure per household","Lone-parent households with no additional persons","Miscellaneous expenditures","Dollars","81","units","0","v54530408","1.1.6.39","1634","","","","0"
"2016","Canada","2016A000011124","Average expenditure per household","Lone-parent households with no additional persons","Miscellaneous expenditures","Dollars","81","units","0","v54530408","1.1.6.39","1854","","","","0"
"2017","Canada","2016A000011124","Average expenditure per household","Lone-parent households with no additional persons","Miscellaneous expenditures","Dollars","81","units","0","v54530408","1.1.6.39","2028","","","","0"
"2019","Canada","2016A000011124","Average expenditure per household","Lone-parent households with no additional persons","Miscellaneous expenditures","Dollars","81","units","0","v54530408","1.1.6.39","2211","","","","0"
"2010","Canada","2016A000011124","Average expenditure per household","Lone-parent households with no additional persons","Income taxes","Dollars","81","units","0","v54530409","1.1.6.40","5993","","","","0"
"2011","Canada","2016A000011124","Average expenditure per household","Lone-parent households with no additional persons","Income taxes","Dollars","81","units","0","v54530409","1.1.6.40","5968","","","","0"
"2012","Canada","2016A000011124","Average expenditure per household","Lone-parent households with no additional persons","Income taxes","Dollars","81","units","0","v54530409","1.1.6.40","6356","","","","0"
"2013","Canada","2016A000011124","Average expenditure per household","Lone-parent households with no additional persons","Income taxes","Dollars","81","units","0","v54530409","1.1.6.40","6860","","","","0"
"2014","Canada","2016A000011124","Average expenditure per household","Lone-parent households with no additional persons","Income taxes","Dollars","81","units","0","v54530409","1.1.6.40","8001","","","","0"
"2015","Canada","2016A000011124","Average expenditure per household","Lone-parent households with no additional persons","Income taxes","Dollars","81","units","0","v54530409","1.1.6.40","8892","","","","0"
"2016","Canada","2016A000011124","Average expenditure per household","Lone-parent households with no additional persons","Income taxes","Dollars","81","units","0","v54530409","1.1.6.40","7508","","","","0"
"2017","Canada","2016A000011124","Average expenditure per household","Lone-parent households with no additional persons","Income taxes","Dollars","81","units","0","v54530409","1.1.6.40","8589","","","","0"
"2019","Canada","2016A000011124","Average expenditure per household","Lone-parent households with no additional persons","Income taxes","Dollars","81","units","0","v54530409","1.1.6.40","10550","","","","0"
"2010","Canada","2016A000011124","Average expenditure per household","Lone-parent households with no additional persons","Personal insurance payments and pension contributions","Dollars","81","units","0","v54530410","1.1.6.41","2649","","","","0"
"2011","Canada","2016A000011124","Average expenditure per household","Lone-parent households with no additional persons","Personal insurance payments and pension contributions","Dollars","81","units","0","v54530410","1.1.6.41","3066","","","","0"
"2012","Canada","2016A000011124","Average expenditure per household","Lone-parent households with no additional persons","Personal insurance payments and pension contributions","Dollars","81","units","0","v54530410","1.1.6.41","3083","","","","0"
"2013","Canada","2016A000011124","Average expenditure per household","Lone-parent households with no additional persons","Personal insurance payments and pension contributions","Dollars","81","units","0","v54530410","1.1.6.41","3294","","","","0"
"2014","Canada","2016A000011124","Average expenditure per household","Lone-parent households with no additional persons","Personal insurance payments and pension contributions","Dollars","81","units","0","v54530410","1.1.6.41","3575","","","","0"
