"REF_DATE","GEO","DGUID","Statistic","Household type","Household expenditures, summary-level categories","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2013","Canada","2016A000011124","Average expenditure per household","One person households","Food purchased from restaurants","Dollars","81","units","0","v54530206","1.1.2.5","1430","","","","0"
"2014","Canada","2016A000011124","Average expenditure per household","One person households","Food purchased from restaurants","Dollars","81","units","0","v54530206","1.1.2.5","1202","","","","0"
"2015","Canada","2016A000011124","Average expenditure per household","One person households","Food purchased from restaurants","Dollars","81","units","0","v54530206","1.1.2.5","1594","","","","0"
"2016","Canada","2016A000011124","Average expenditure per household","One person households","Food purchased from restaurants","Dollars","81","units","0","v54530206","1.1.2.5","1470","","","","0"
"2017","Canada","2016A000011124","Average expenditure per household","One person households","Food purchased from restaurants","Dollars","81","units","0","v54530206","1.1.2.5","1512","","","","0"
"2019","Canada","2016A000011124","Average expenditure per household","One person households","Food purchased from restaurants","Dollars","81","units","0","v54530206","1.1.2.5","1596","","","","0"
"2010","Canada","2016A000011124","Average expenditure per household","One person households","Shelter","Dollars","81","units","0","v54530207","1.1.2.6","10435","","","","0"
"2011","Canada","2016A000011124","Average expenditure per household","One person households","Shelter","Dollars","81","units","0","v54530207","1.1.2.6","10624","","","","0"
"2012","Canada","2016A000011124","Average expenditure per household","One person households","Shelter","Dollars","81","units","0","v54530207","1.1.2.6","10836","","","","0"
"2013","Canada","2016A000011124","Average expenditure per household","One person households","Shelter","Dollars","81","units","0","v54530207","1.1.2.6","11050","","","","0"
"2014","Canada","2016A000011124","Average expenditure per household","One person households","Shelter","Dollars","81","units","0","v54530207","1.1.2.6","11946","","","","0"
"2015","Canada","2016A000011124","Average expenditure per household","One person households","Shelter","Dollars","81","units","0","v54530207","1.1.2.6","12572","","","","0"
"2016","Canada","2016A000011124","Average expenditure per household","One person households","Shelter","Dollars","81","units","0","v54530207","1.1.2.6","12247","","","","0"
"2017","Canada","2016A000011124","Average expenditure per household","One person households","Shelter","Dollars","81","units","0","v54530207","1.1.2.6","12957","","","","0"
"2019","Canada","2016A000011124","Average expenditure per household","One person households","Shelter","Dollars","81","units","0","v54530207","1.1.2.6","13111","","","","0"
"2010","Canada","2016A000011124","Average expenditure per household","One person households","Principal accommodation","Dollars","81","units","0","v54530208","1.1.2.7","9743","","","","0"
"2011","Canada","2016A000011124","Average expenditure per household","One person households","Principal accommodation","Dollars","81","units","0","v54530208","1.1.2.7","10085","","","","0"
"2012","Canada","2016A000011124","Average expenditure per household","One person households","Principal accommodation","Dollars","81","units","0","v54530208","1.1.2.7","10202","","","","0"
"2013","Canada","2016A000011124","Average expenditure per household","One person households","Principal accommodation","Dollars","81","units","0","v54530208","1.1.2.7","10352","","","","0"
"2014","Canada","2016A000011124","Average expenditure per household","One person households","Principal accommodation","Dollars","81","units","0","v54530208","1.1.2.7","11049","","","","0"
"2015","Canada","2016A000011124","Average expenditure per household","One person households","Principal accommodation","Dollars","81","units","0","v54530208","1.1.2.7","11717","","","","0"
"2016","Canada","2016A000011124","Average expenditure per household","One person households","Principal accommodation","Dollars","81","units","0","v54530208","1.1.2.7","11627","","","","0"
"2017","Canada","2016A000011124","Average expenditure per household","One person households","Principal accommodation","Dollars","81","units","0","v54530208","1.1.2.7","12111","","","","0"
"2019","Canada","2016A000011124","Average expenditure per household","One person households","Principal accommodation","Dollars","81","units","0","v54530208","1.1.2.7","12447","","","","0"
"2010","Canada","2016A000011124","Average expenditure per household","One person households","Rented living quarters","Dollars","81","units","0","v54530209","1.1.2.8","4320","","","","0"
"2011","Canada","2016A000011124","Average expenditure per household","One person households","Rented living quarters","Dollars","81","units","0","v54530209","1.1.2.8","4398","","","","0"
"2012","Canada","2016A000011124","Average expenditure per household","One person households","Rented living quarters","Dollars","81","units","0","v54530209","1.1.2.8","4776","","","","0"
"2013","Canada","2016A000011124","Average expenditure per household","One person households","Rented living quarters","Dollars","81","units","0","v54530209","1.1.2.8","4492","","","","0"
"2014","Canada","2016A000011124","Average expenditure per household","One person households","Rented living quarters","Dollars","81","units","0","v54530209","1.1.2.8","4807","","","","0"
"2015","Canada","2016A000011124","Average expenditure per household","One person households","Rented living quarters","Dollars","81","units","0","v54530209","1.1.2.8","5473","","","","0"
"2016","Canada","2016A000011124","Average expenditure per household","One person households","Rented living quarters","Dollars","81","units","0","v54530209","1.1.2.8","5184","","","","0"
"2017","Canada","2016A000011124","Average expenditure per household","One person households","Rented living quarters","Dollars","81","units","0","v54530209","1.1.2.8","5499","","","","0"
"2019","Canada","2016A000011124","Average expenditure per household","One person households","Rented living quarters","Dollars","81","units","0","v54530209","1.1.2.8","5735","","","","0"
"2010","Canada","2016A000011124","Average expenditure per household","One person households","Owned living quarters","Dollars","81","units","0","v54530210","1.1.2.9","4117","","","","0"
"2011","Canada","2016A000011124","Average expenditure per household","One person households","Owned living quarters","Dollars","81","units","0","v54530210","1.1.2.9","4324","","","","0"
