"REF_DATE","GEO","DGUID","Primary heating system and type of energy","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2017","Prince Edward Island","2016A000211","Wood heating stove","Percent","239","units","0","v95637404","3.15","","F","","","0"
"2019","Prince Edward Island","2016A000211","Wood heating stove","Percent","239","units","0","v95637404","3.15","","F","","","0"
"2021","Prince Edward Island","2016A000211","Wood heating stove","Percent","239","units","0","v95637404","3.15","95","","","","0"
"2013","Prince Edward Island","2016A000211","Propane heating stove","Percent","239","units","0","v95637407","3.18","","F","","","0"
"2015","Prince Edward Island","2016A000211","Propane heating stove","Percent","239","units","0","v95637407","3.18","","F","","","0"
"2017","Prince Edward Island","2016A000211","Propane heating stove","Percent","239","units","0","v95637407","3.18","","F","","","0"
"2019","Prince Edward Island","2016A000211","Propane heating stove","Percent","239","units","0","v95637407","3.18","","F","","","0"
"2021","Prince Edward Island","2016A000211","Propane heating stove","Percent","239","units","0","v95637407","3.18","","F","","","0"
"2013","Prince Edward Island","2016A000211","Other fuel heating stove","Percent","239","units","0","v95637408","3.19","","F","","","0"
"2015","Prince Edward Island","2016A000211","Other fuel heating stove","Percent","239","units","0","v95637408","3.19","","F","","","0"
"2017","Prince Edward Island","2016A000211","Other fuel heating stove","Percent","239","units","0","v95637408","3.19","","F","","","0"
"2019","Prince Edward Island","2016A000211","Other fuel heating stove","Percent","239","units","0","v95637408","3.19","","F","","","0"
"2021","Prince Edward Island","2016A000211","Other fuel heating stove","Percent","239","units","0","v95637408","3.19","","F","","","0"
"2013","Prince Edward Island","2016A000211","Boiler with hot water or steam radiators","Percent","239","units","0","v95637409","3.20","33","","","","0"
"2015","Prince Edward Island","2016A000211","Boiler with hot water or steam radiators","Percent","239","units","0","v95637409","3.20","34","","","","0"
"2017","Prince Edward Island","2016A000211","Boiler with hot water or steam radiators","Percent","239","units","0","v95637409","3.20","38","","","","0"
"2019","Prince Edward Island","2016A000211","Boiler with hot water or steam radiators","Percent","239","units","0","v95637409","3.20","31","","","","0"
"2021","Prince Edward Island","2016A000211","Boiler with hot water or steam radiators","Percent","239","units","0","v95637409","3.20","23","","","","0"
"2013","Prince Edward Island","2016A000211","Electric boiler with hot water or steam radiators","Percent","239","units","0","v95637410","3.21","","F","","","0"
"2015","Prince Edward Island","2016A000211","Electric boiler with hot water or steam radiators","Percent","239","units","0","v95637410","3.21","","F","","","0"
"2017","Prince Edward Island","2016A000211","Electric boiler with hot water or steam radiators","Percent","239","units","0","v95637410","3.21","","F","","","0"
"2019","Prince Edward Island","2016A000211","Electric boiler with hot water or steam radiators","Percent","239","units","0","v95637410","3.21","","F","","","0"
"2021","Prince Edward Island","2016A000211","Electric boiler with hot water or steam radiators","Percent","239","units","0","v95637410","3.21","","F","","","0"
"2013","Prince Edward Island","2016A000211","Natural gas boiler with hot water or steam radiators","Percent","239","units","0","v95637411","3.22","","F","","","0"
"2015","Prince Edward Island","2016A000211","Natural gas boiler with hot water or steam radiators","Percent","239","units","0","v95637411","3.22","","F","","","0"
"2017","Prince Edward Island","2016A000211","Natural gas boiler with hot water or steam radiators","Percent","239","units","0","v95637411","3.22","","F","","","0"
"2019","Prince Edward Island","2016A000211","Natural gas boiler with hot water or steam radiators","Percent","239","units","0","v95637411","3.22","","F","","","0"
"2021","Prince Edward Island","2016A000211","Natural gas boiler with hot water or steam radiators","Percent","239","units","0","v95637411","3.22","","F","","","0"
"2013","Prince Edward Island","2016A000211","Oil boiler with hot water or steam radiators","Percent","239","units","0","v95637412","3.23","88","","","","0"
"2015","Prince Edward Island","2016A000211","Oil boiler with hot water or steam radiators","Percent","239","units","0","v95637412","3.23","95","","","","0"
"2017","Prince Edward Island","2016A000211","Oil boiler with hot water or steam radiators","Percent","239","units","0","v95637412","3.23","90","","","","0"
"2019","Prince Edward Island","2016A000211","Oil boiler with hot water or steam radiators","Percent","239","units","0","v95637412","3.23","87","","","","0"
"2021","Prince Edward Island","2016A000211","Oil boiler with hot water or steam radiators","Percent","239","units","0","v95637412","3.23","85","","","","0"
"2013","Prince Edward Island","2016A000211","Wood boiler with hot water or steam radiators","Percent","239","units","0","v95637413","3.24","","F","","","0"
"2015","Prince Edward Island","2016A000211","Wood boiler with hot water or steam radiators","Percent","239","units","0","v95637413","3.24","","F","","","0"
"2017","Prince Edward Island","2016A000211","Wood boiler with hot water or steam radiators","Percent","239","units","0","v95637413","3.24","","F","","","0"
"2019","Prince Edward Island","2016A000211","Wood boiler with hot water or steam radiators","Percent","239","units","0","v95637413","3.24","","F","","","0"
"2021","Prince Edward Island","2016A000211","Wood boiler with hot water or steam radiators","Percent","239","units","0","v95637413","3.24","","F","","","0"
"2013","Prince Edward Island","2016A000211","Propane boiler with hot water or steam radiators","Percent","239","units","0","v95637416","3.27","","F","","","0"
"2015","Prince Edward Island","2016A000211","Propane boiler with hot water or steam radiators","Percent","239","units","0","v95637416","3.27","","F","","","0"
"2017","Prince Edward Island","2016A000211","Propane boiler with hot water or steam radiators","Percent","239","units","0","v95637416","3.27","","F","","","0"
"2019","Prince Edward Island","2016A000211","Propane boiler with hot water or steam radiators","Percent","239","units","0","v95637416","3.27","","F","","","0"
"2021","Prince Edward Island","2016A000211","Propane boiler with hot water or steam radiators","Percent","239","units","0","v95637416","3.27","","F","","","0"
"2013","Prince Edward Island","2016A000211","Other fuel boiler with hot water or steam radiators","Percent","239","units","0","v95637417","3.28","","F","","","0"
"2015","Prince Edward Island","2016A000211","Other fuel boiler with hot water or steam radiators","Percent","239","units","0","v95637417","3.28","","F","","","0"
"2017","Prince Edward Island","2016A000211","Other fuel boiler with hot water or steam radiators","Percent","239","units","0","v95637417","3.28","","F","","","0"
"2019","Prince Edward Island","2016A000211","Other fuel boiler with hot water or steam radiators","Percent","239","units","0","v95637417","3.28","","F","","","0"
"2021","Prince Edward Island","2016A000211","Other fuel boiler with hot water or steam radiators","Percent","239","units","0","v95637417","3.28","","F","","","0"
"2013","Prince Edward Island","2016A000211","Electric radiant heating","Percent","239","units","0","v95637418","3.29","","F","","","0"
"2015","Prince Edward Island","2016A000211","Electric radiant heating","Percent","239","units","0","v95637418","3.29","","F","","","0"
"2017","Prince Edward Island","2016A000211","Electric radiant heating","Percent","239","units","0","v95637418","3.29","","F","","","0"
"2019","Prince Edward Island","2016A000211","Electric radiant heating","Percent","239","units","0","v95637418","3.29","","F","","","0"
"2021","Prince Edward Island","2016A000211","Electric radiant heating","Percent","239","units","0","v95637418","3.29","5","E","","","0"
"2013","Prince Edward Island","2016A000211","Heat pump","Percent","239","units","0","v95637419","3.30","8","E","","","0"
"2015","Prince Edward Island","2016A000211","Heat pump","Percent","239","units","0","v95637419","3.30","11","E","","","0"
"2017","Prince Edward Island","2016A000211","Heat pump","Percent","239","units","0","v95637419","3.30","9","E","","","0"
"2019","Prince Edward Island","2016A000211","Heat pump","Percent","239","units","0","v95637419","3.30","21","","","","0"
"2021","Prince Edward Island","2016A000211","Heat pump","Percent","239","units","0","v95637419","3.30","27","","","","0"
"2013","Prince Edward Island","2016A000211","Other type of heating system","Percent","239","units","0","v95637420","3.31","","F","","","0"
"2015","Prince Edward Island","2016A000211","Other type of heating system","Percent","239","units","0","v95637420","3.31","7","E","","","0"
"2017","Prince Edward Island","2016A000211","Other type of heating system","Percent","239","units","0","v95637420","3.31","","F","","","0"
"2019","Prince Edward Island","2016A000211","Other type of heating system","Percent","239","units","0","v95637420","3.31","9","E","","","0"
"2021","Prince Edward Island","2016A000211","Other type of heating system","Percent","239","units","0","v95637420","3.31","6","","","","0"
"2013","Nova Scotia","2016A000212","All primary heating systems","Percent","239","units","0","v107791230","4.40","94","","","","0"
"2015","Nova Scotia","2016A000212","All primary heating systems","Percent","239","units","0","v107791230","4.40","89","","","","0"
"2017","Nova Scotia","2016A000212","All primary heating systems","Percent","239","units","0","v107791230","4.40","85","","","","0"
"2019","Nova Scotia","2016A000212","All primary heating systems","Percent","239","units","0","v107791230","4.40","81","","","","0"
"2021","Nova Scotia","2016A000212","All primary heating systems","Percent","239","units","0","v107791230","4.40","79","","","","0"
"2013","Nova Scotia","2016A000212","Electricity","Percent","239","units","0","v107791231","4.41","35","","","","0"
"2015","Nova Scotia","2016A000212","Electricity","Percent","239","units","0","v107791231","4.41","33","","","","0"
"2017","Nova Scotia","2016A000212","Electricity","Percent","239","units","0","v107791231","4.41","33","","","","0"
"2019","Nova Scotia","2016A000212","Electricity","Percent","239","units","0","v107791231","4.41","32","","","","0"
"2021","Nova Scotia","2016A000212","Electricity","Percent","239","units","0","v107791231","4.41","32","","","","0"
"2013","Nova Scotia","2016A000212","Natural gas","Percent","239","units","0","v107791232","4.42","","F","","","0"
"2015","Nova Scotia","2016A000212","Natural gas","Percent","239","units","0","v107791232","4.42","","F","","","0"
"2017","Nova Scotia","2016A000212","Natural gas","Percent","239","units","0","v107791232","4.42","","F","","","0"
"2019","Nova Scotia","2016A000212","Natural gas","Percent","239","units","0","v107791232","4.42","4","E","","","0"
"2021","Nova Scotia","2016A000212","Natural gas","Percent","239","units","0","v107791232","4.42","5","E","","","0"
"2013","Nova Scotia","2016A000212","Oil","Percent","239","units","0","v107791233","4.43","47","","","","0"
"2015","Nova Scotia","2016A000212","Oil","Percent","239","units","0","v107791233","4.43","37","","","","0"
"2017","Nova Scotia","2016A000212","Oil","Percent","239","units","0","v107791233","4.43","41","","","","0"
"2019","Nova Scotia","2016A000212","Oil","Percent","239","units","0","v107791233","4.43","36","","","","0"
"2021","Nova Scotia","2016A000212","Oil","Percent","239","units","0","v107791233","4.43","32","","","","0"
"2013","Nova Scotia","2016A000212","Biomass","Percent","239","units","0","v107791234","4.44","12","","","","0"
"2015","Nova Scotia","2016A000212","Biomass","Percent","239","units","0","v107791234","4.44","13","","","","0"
"2017","Nova Scotia","2016A000212","Biomass","Percent","239","units","0","v107791234","4.44","12","","","","0"
"2019","Nova Scotia","2016A000212","Biomass","Percent","239","units","0","v107791234","4.44","10","","","","0"
"2021","Nova Scotia","2016A000212","Biomass","Percent","239","units","0","v107791234","4.44","10","","","","0"
"2013","Nova Scotia","2016A000212","Propane","Percent","239","units","0","v107791237","4.47","","F","","","0"
"2015","Nova Scotia","2016A000212","Propane","Percent","239","units","0","v107791237","4.47","","F","","","0"
"2017","Nova Scotia","2016A000212","Propane","Percent","239","units","0","v107791237","4.47","","F","","","0"
"2019","Nova Scotia","2016A000212","Propane","Percent","239","units","0","v107791237","4.47","","F","","","0"
"2021","Nova Scotia","2016A000212","Propane","Percent","239","units","0","v107791237","4.47","","F","","","0"
"2013","Nova Scotia","2016A000212","Other fuel","Percent","239","units","0","v107791238","4.48","","F","","","0"
"2015","Nova Scotia","2016A000212","Other fuel","Percent","239","units","0","v107791238","4.48","","F","","","0"
"2017","Nova Scotia","2016A000212","Other fuel","Percent","239","units","0","v107791238","4.48","","F","","","0"
"2019","Nova Scotia","2016A000212","Other fuel","Percent","239","units","0","v107791238","4.48","","F","","","0"
"2021","Nova Scotia","2016A000212","Other fuel","Percent","239","units","0","v107791238","4.48","","F","","","0"
"2013","Nova Scotia","2016A000212","Forced air furnace","Percent","239","units","0","v95637429","4.1","31","","","","0"
"2015","Nova Scotia","2016A000212","Forced air furnace","Percent","239","units","0","v95637429","4.1","24","","","","0"
"2017","Nova Scotia","2016A000212","Forced air furnace","Percent","239","units","0","v95637429","4.1","28","","","","0"
"2019","Nova Scotia","2016A000212","Forced air furnace","Percent","239","units","0","v95637429","4.1","23","","","","0"
"2021","Nova Scotia","2016A000212","Forced air furnace","Percent","239","units","0","v95637429","4.1","23","","","","0"
"2013","Nova Scotia","2016A000212","Electric forced air furnace","Percent","239","units","0","v95637430","4.2","","F","","","0"
"2015","Nova Scotia","2016A000212","Electric forced air furnace","Percent","239","units","0","v95637430","4.2","","F","","","0"
"2017","Nova Scotia","2016A000212","Electric forced air furnace","Percent","239","units","0","v95637430","4.2","","F","","","0"
"2019","Nova Scotia","2016A000212","Electric forced air furnace","Percent","239","units","0","v95637430","4.2","","F","","","0"
"2021","Nova Scotia","2016A000212","Electric forced air furnace","Percent","239","units","0","v95637430","4.2","","F","","","0"
"2013","Nova Scotia","2016A000212","Natural gas forced air furnace","Percent","239","units","0","v95637431","4.3","","F","","","0"
"2015","Nova Scotia","2016A000212","Natural gas forced air furnace","Percent","239","units","0","v95637431","4.3","","F","","","0"
"2017","Nova Scotia","2016A000212","Natural gas forced air furnace","Percent","239","units","0","v95637431","4.3","","F","","","0"
"2019","Nova Scotia","2016A000212","Natural gas forced air furnace","Percent","239","units","0","v95637431","4.3","","F","","","0"
"2021","Nova Scotia","2016A000212","Natural gas forced air furnace","Percent","239","units","0","v95637431","4.3","","F","","","0"
"2013","Nova Scotia","2016A000212","Oil forced air furnace","Percent","239","units","0","v95637432","4.4","87","","","","0"
"2015","Nova Scotia","2016A000212","Oil forced air furnace","Percent","239","units","0","v95637432","4.4","85","","","","0"
"2017","Nova Scotia","2016A000212","Oil forced air furnace","Percent","239","units","0","v95637432","4.4","84","","","","0"
"2019","Nova Scotia","2016A000212","Oil forced air furnace","Percent","239","units","0","v95637432","4.4","80","","","","0"
"2021","Nova Scotia","2016A000212","Oil forced air furnace","Percent","239","units","0","v95637432","4.4","75","","","","0"
"2013","Nova Scotia","2016A000212","Biomass forced air furnace","Percent","239","units","0","v95637433","4.5","15","E","","","0"
"2015","Nova Scotia","2016A000212","Biomass forced air furnace","Percent","239","units","0","v95637433","4.5","19","E","","","0"
"2017","Nova Scotia","2016A000212","Biomass forced air furnace","Percent","239","units","0","v95637433","4.5","17","E","","","0"
"2019","Nova Scotia","2016A000212","Biomass forced air furnace","Percent","239","units","0","v95637433","4.5","13","E","","","0"
"2021","Nova Scotia","2016A000212","Biomass forced air furnace","Percent","239","units","0","v95637433","4.5","14","E","","","0"
"2013","Nova Scotia","2016A000212","Propane forced air furnace","Percent","239","units","0","v95637436","4.8","","F","","","0"
"2015","Nova Scotia","2016A000212","Propane forced air furnace","Percent","239","units","0","v95637436","4.8","","F","","","0"
"2017","Nova Scotia","2016A000212","Propane forced air furnace","Percent","239","units","0","v95637436","4.8","","F","","","0"
"2019","Nova Scotia","2016A000212","Propane forced air furnace","Percent","239","units","0","v95637436","4.8","","F","","","0"
"2021","Nova Scotia","2016A000212","Propane forced air furnace","Percent","239","units","0","v95637436","4.8","","F","","","0"
"2013","Nova Scotia","2016A000212","Other fuel forced air furnace","Percent","239","units","0","v95637437","4.9","","F","","","0"
"2015","Nova Scotia","2016A000212","Other fuel forced air furnace","Percent","239","units","0","v95637437","4.9","","F","","","0"
"2017","Nova Scotia","2016A000212","Other fuel forced air furnace","Percent","239","units","0","v95637437","4.9","","F","","","0"
"2019","Nova Scotia","2016A000212","Other fuel forced air furnace","Percent","239","units","0","v95637437","4.9","","F","","","0"
"2021","Nova Scotia","2016A000212","Other fuel forced air furnace","Percent","239","units","0","v95637437","4.9","","F","","","0"
"2013","Nova Scotia","2016A000212","Electric baseboard heaters","Percent","239","units","0","v95637438","4.10","29","","","","0"
"2015","Nova Scotia","2016A000212","Electric baseboard heaters","Percent","239","units","0","v95637438","4.10","28","","","","0"
"2017","Nova Scotia","2016A000212","Electric baseboard heaters","Percent","239","units","0","v95637438","4.10","24","","","","0"
"2019","Nova Scotia","2016A000212","Electric baseboard heaters","Percent","239","units","0","v95637438","4.10","25","","","","0"
"2021","Nova Scotia","2016A000212","Electric baseboard heaters","Percent","239","units","0","v95637438","4.10","21","","","","0"
"2013","Nova Scotia","2016A000212","Heating stove","Percent","239","units","0","v95637439","4.11","7","","","","0"
"2015","Nova Scotia","2016A000212","Heating stove","Percent","239","units","0","v95637439","4.11","6","E","","","0"
"2017","Nova Scotia","2016A000212","Heating stove","Percent","239","units","0","v95637439","4.11","7","E","","","0"
"2019","Nova Scotia","2016A000212","Heating stove","Percent","239","units","0","v95637439","4.11","5","E","","","0"
"2021","Nova Scotia","2016A000212","Heating stove","Percent","239","units","0","v95637439","4.11","5","","","","0"
"2013","Nova Scotia","2016A000212","Electric heating stove","Percent","239","units","0","v95637440","4.12","","F","","","0"
"2015","Nova Scotia","2016A000212","Electric heating stove","Percent","239","units","0","v95637440","4.12","","F","","","0"
"2017","Nova Scotia","2016A000212","Electric heating stove","Percent","239","units","0","v95637440","4.12","","F","","","0"
"2019","Nova Scotia","2016A000212","Electric heating stove","Percent","239","units","0","v95637440","4.12","","F","","","0"
"2021","Nova Scotia","2016A000212","Electric heating stove","Percent","239","units","0","v95637440","4.12","","F","","","0"
"2013","Nova Scotia","2016A000212","Natural gas heating stove","Percent","239","units","0","v95637441","4.13","","F","","","0"
"2015","Nova Scotia","2016A000212","Natural gas heating stove","Percent","239","units","0","v95637441","4.13","","F","","","0"
"2017","Nova Scotia","2016A000212","Natural gas heating stove","Percent","239","units","0","v95637441","4.13","","F","","","0"
"2019","Nova Scotia","2016A000212","Natural gas heating stove","Percent","239","units","0","v95637441","4.13","","F","","","0"
"2021","Nova Scotia","2016A000212","Natural gas heating stove","Percent","239","units","0","v95637441","4.13","","F","","","0"
"2013","Nova Scotia","2016A000212","Oil heating stove","Percent","239","units","0","v95637442","4.14","","F","","","0"
"2015","Nova Scotia","2016A000212","Oil heating stove","Percent","239","units","0","v95637442","4.14","","F","","","0"
"2017","Nova Scotia","2016A000212","Oil heating stove","Percent","239","units","0","v95637442","4.14","","F","","","0"
"2019","Nova Scotia","2016A000212","Oil heating stove","Percent","239","units","0","v95637442","4.14","","F","","","0"
"2021","Nova Scotia","2016A000212","Oil heating stove","Percent","239","units","0","v95637442","4.14","","F","","","0"
"2013","Nova Scotia","2016A000212","Wood heating stove","Percent","239","units","0","v95637443","4.15","88","","","","0"
"2015","Nova Scotia","2016A000212","Wood heating stove","Percent","239","units","0","v95637443","4.15","88","","","","0"
"2017","Nova Scotia","2016A000212","Wood heating stove","Percent","239","units","0","v95637443","4.15","92","","","","0"
"2019","Nova Scotia","2016A000212","Wood heating stove","Percent","239","units","0","v95637443","4.15","89","","","","0"
"2021","Nova Scotia","2016A000212","Wood heating stove","Percent","239","units","0","v95637443","4.15","86","","","","0"
"2013","Nova Scotia","2016A000212","Propane heating stove","Percent","239","units","0","v95637446","4.18","","F","","","0"
"2015","Nova Scotia","2016A000212","Propane heating stove","Percent","239","units","0","v95637446","4.18","","F","","","0"
"2017","Nova Scotia","2016A000212","Propane heating stove","Percent","239","units","0","v95637446","4.18","","F","","","0"
"2019","Nova Scotia","2016A000212","Propane heating stove","Percent","239","units","0","v95637446","4.18","","F","","","0"
"2021","Nova Scotia","2016A000212","Propane heating stove","Percent","239","units","0","v95637446","4.18","","F","","","0"
"2013","Nova Scotia","2016A000212","Other fuel heating stove","Percent","239","units","0","v95637447","4.19","","F","","","0"
"2015","Nova Scotia","2016A000212","Other fuel heating stove","Percent","239","units","0","v95637447","4.19","","F","","","0"
"2017","Nova Scotia","2016A000212","Other fuel heating stove","Percent","239","units","0","v95637447","4.19","","F","","","0"
"2019","Nova Scotia","2016A000212","Other fuel heating stove","Percent","239","units","0","v95637447","4.19","","F","","","0"
"2021","Nova Scotia","2016A000212","Other fuel heating stove","Percent","239","units","0","v95637447","4.19","","F","","","0"
"2013","Nova Scotia","2016A000212","Boiler with hot water or steam radiators","Percent","239","units","0","v95637448","4.20","23","","","","0"
"2015","Nova Scotia","2016A000212","Boiler with hot water or steam radiators","Percent","239","units","0","v95637448","4.20","24","","","","0"
"2017","Nova Scotia","2016A000212","Boiler with hot water or steam radiators","Percent","239","units","0","v95637448","4.20","23","","","","0"
"2019","Nova Scotia","2016A000212","Boiler with hot water or steam radiators","Percent","239","units","0","v95637448","4.20","20","","","","0"
"2021","Nova Scotia","2016A000212","Boiler with hot water or steam radiators","Percent","239","units","0","v95637448","4.20","17","","","","0"
"2013","Nova Scotia","2016A000212","Electric boiler with hot water or steam radiators","Percent","239","units","0","v95637449","4.21","","F","","","0"
"2015","Nova Scotia","2016A000212","Electric boiler with hot water or steam radiators","Percent","239","units","0","v95637449","4.21","","F","","","0"
"2017","Nova Scotia","2016A000212","Electric boiler with hot water or steam radiators","Percent","239","units","0","v95637449","4.21","","F","","","0"
"2019","Nova Scotia","2016A000212","Electric boiler with hot water or steam radiators","Percent","239","units","0","v95637449","4.21","","F","","","0"
"2021","Nova Scotia","2016A000212","Electric boiler with hot water or steam radiators","Percent","239","units","0","v95637449","4.21","","F","","","0"
"2013","Nova Scotia","2016A000212","Natural gas boiler with hot water or steam radiators","Percent","239","units","0","v95637450","4.22","","F","","","0"
"2015","Nova Scotia","2016A000212","Natural gas boiler with hot water or steam radiators","Percent","239","units","0","v95637450","4.22","","F","","","0"
"2017","Nova Scotia","2016A000212","Natural gas boiler with hot water or steam radiators","Percent","239","units","0","v95637450","4.22","","F","","","0"
"2019","Nova Scotia","2016A000212","Natural gas boiler with hot water or steam radiators","Percent","239","units","0","v95637450","4.22","","F","","","0"
"2021","Nova Scotia","2016A000212","Natural gas boiler with hot water or steam radiators","Percent","239","units","0","v95637450","4.22","","F","","","0"
"2013","Nova Scotia","2016A000212","Oil boiler with hot water or steam radiators","Percent","239","units","0","v95637451","4.23","80","","","","0"
"2015","Nova Scotia","2016A000212","Oil boiler with hot water or steam radiators","Percent","239","units","0","v95637451","4.23","60","","","","0"
"2017","Nova Scotia","2016A000212","Oil boiler with hot water or steam radiators","Percent","239","units","0","v95637451","4.23","73","","","","0"
"2019","Nova Scotia","2016A000212","Oil boiler with hot water or steam radiators","Percent","239","units","0","v95637451","4.23","72","","","","0"
"2021","Nova Scotia","2016A000212","Oil boiler with hot water or steam radiators","Percent","239","units","0","v95637451","4.23","66","","","","0"
"2013","Nova Scotia","2016A000212","Wood boiler with hot water or steam radiators","Percent","239","units","0","v95637452","4.24","","F","","","0"
"2015","Nova Scotia","2016A000212","Wood boiler with hot water or steam radiators","Percent","239","units","0","v95637452","4.24","11","E","","","0"
"2017","Nova Scotia","2016A000212","Wood boiler with hot water or steam radiators","Percent","239","units","0","v95637452","4.24","","F","","","0"
"2019","Nova Scotia","2016A000212","Wood boiler with hot water or steam radiators","Percent","239","units","0","v95637452","4.24","","F","","","0"
"2021","Nova Scotia","2016A000212","Wood boiler with hot water or steam radiators","Percent","239","units","0","v95637452","4.24","","F","","","0"
"2013","Nova Scotia","2016A000212","Propane boiler with hot water or steam radiators","Percent","239","units","0","v95637455","4.27","","F","","","0"
"2015","Nova Scotia","2016A000212","Propane boiler with hot water or steam radiators","Percent","239","units","0","v95637455","4.27","","F","","","0"
"2017","Nova Scotia","2016A000212","Propane boiler with hot water or steam radiators","Percent","239","units","0","v95637455","4.27","","F","","","0"
"2019","Nova Scotia","2016A000212","Propane boiler with hot water or steam radiators","Percent","239","units","0","v95637455","4.27","","F","","","0"
"2021","Nova Scotia","2016A000212","Propane boiler with hot water or steam radiators","Percent","239","units","0","v95637455","4.27","","F","","","0"
"2013","Nova Scotia","2016A000212","Other fuel boiler with hot water or steam radiators","Percent","239","units","0","v95637456","4.28","","F","","","0"
"2015","Nova Scotia","2016A000212","Other fuel boiler with hot water or steam radiators","Percent","239","units","0","v95637456","4.28","","F","","","0"
"2017","Nova Scotia","2016A000212","Other fuel boiler with hot water or steam radiators","Percent","239","units","0","v95637456","4.28","","F","","","0"
"2019","Nova Scotia","2016A000212","Other fuel boiler with hot water or steam radiators","Percent","239","units","0","v95637456","4.28","","F","","","0"
"2021","Nova Scotia","2016A000212","Other fuel boiler with hot water or steam radiators","Percent","239","units","0","v95637456","4.28","","F","","","0"
"2013","Nova Scotia","2016A000212","Electric radiant heating","Percent","239","units","0","v95637457","4.29","3","E","","","0"
"2015","Nova Scotia","2016A000212","Electric radiant heating","Percent","239","units","0","v95637457","4.29","2","E","","","0"
"2017","Nova Scotia","2016A000212","Electric radiant heating","Percent","239","units","0","v95637457","4.29","","F","","","0"
"2019","Nova Scotia","2016A000212","Electric radiant heating","Percent","239","units","0","v95637457","4.29","","F","","","0"
"2021","Nova Scotia","2016A000212","Electric radiant heating","Percent","239","units","0","v95637457","4.29","5","E","","","0"
"2013","Nova Scotia","2016A000212","Heat pump","Percent","239","units","0","v95637458","4.30","6","E","","","0"
"2015","Nova Scotia","2016A000212","Heat pump","Percent","239","units","0","v95637458","4.30","11","","","","0"
"2017","Nova Scotia","2016A000212","Heat pump","Percent","239","units","0","v95637458","4.30","14","","","","0"
"2019","Nova Scotia","2016A000212","Heat pump","Percent","239","units","0","v95637458","4.30","18","","","","0"
"2021","Nova Scotia","2016A000212","Heat pump","Percent","239","units","0","v95637458","4.30","21","","","","0"
"2013","Nova Scotia","2016A000212","Other type of heating system","Percent","239","units","0","v95637459","4.31","","F","","","0"
"2015","Nova Scotia","2016A000212","Other type of heating system","Percent","239","units","0","v95637459","4.31","6","E","","","0"
"2017","Nova Scotia","2016A000212","Other type of heating system","Percent","239","units","0","v95637459","4.31","","F","","","0"
"2019","Nova Scotia","2016A000212","Other type of heating system","Percent","239","units","0","v95637459","4.31","6","","","","0"
"2021","Nova Scotia","2016A000212","Other type of heating system","Percent","239","units","0","v95637459","4.31","8","","","","0"
"2013","New Brunswick","2016A000213","All primary heating systems","Percent","239","units","0","v107791239","5.40","90","","","","0"
"2015","New Brunswick","2016A000213","All primary heating systems","Percent","239","units","0","v107791239","5.40","82","","","","0"
"2017","New Brunswick","2016A000213","All primary heating systems","Percent","239","units","0","v107791239","5.40","83","","","","0"
"2019","New Brunswick","2016A000213","All primary heating systems","Percent","239","units","0","v107791239","5.40","72","","","","0"
"2021","New Brunswick","2016A000213","All primary heating systems","Percent","239","units","0","v107791239","5.40","68","","","","0"
"2013","New Brunswick","2016A000213","Electricity","Percent","239","units","0","v107791240","5.41","60","","","","0"
"2015","New Brunswick","2016A000213","Electricity","Percent","239","units","0","v107791240","5.41","55","","","","0"
"2017","New Brunswick","2016A000213","Electricity","Percent","239","units","0","v107791240","5.41","55","","","","0"
"2019","New Brunswick","2016A000213","Electricity","Percent","239","units","0","v107791240","5.41","51","","","","0"
"2021","New Brunswick","2016A000213","Electricity","Percent","239","units","0","v107791240","5.41","49","","","","0"
"2013","New Brunswick","2016A000213","Natural gas","Percent","239","units","0","v107791241","5.42","","F","","","0"
"2015","New Brunswick","2016A000213","Natural gas","Percent","239","units","0","v107791241","5.42","","F","","","0"
"2017","New Brunswick","2016A000213","Natural gas","Percent","239","units","0","v107791241","5.42","","F","","","0"
"2019","New Brunswick","2016A000213","Natural gas","Percent","239","units","0","v107791241","5.42","","F","","","0"
"2021","New Brunswick","2016A000213","Natural gas","Percent","239","units","0","v107791241","5.42","3","E","","","0"
"2013","New Brunswick","2016A000213","Oil","Percent","239","units","0","v107791242","5.43","14","","","","0"
"2015","New Brunswick","2016A000213","Oil","Percent","239","units","0","v107791242","5.43","11","E","","","0"
"2017","New Brunswick","2016A000213","Oil","Percent","239","units","0","v107791242","5.43","9","E","","","0"
"2019","New Brunswick","2016A000213","Oil","Percent","239","units","0","v107791242","5.43","7","","","","0"
"2021","New Brunswick","2016A000213","Oil","Percent","239","units","0","v107791242","5.43","7","","","","0"
"2013","New Brunswick","2016A000213","Biomass","Percent","239","units","0","v107791243","5.44","16","","","","0"
"2015","New Brunswick","2016A000213","Biomass","Percent","239","units","0","v107791243","5.44","14","","","","0"
"2017","New Brunswick","2016A000213","Biomass","Percent","239","units","0","v107791243","5.44","16","","","","0"
"2019","New Brunswick","2016A000213","Biomass","Percent","239","units","0","v107791243","5.44","11","E","","","0"
"2021","New Brunswick","2016A000213","Biomass","Percent","239","units","0","v107791243","5.44","9","","","","0"
"2013","New Brunswick","2016A000213","Propane","Percent","239","units","0","v107791246","5.47","","F","","","0"
